label,score 0,score 7
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,4.5802759999999985e-37
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.99999964,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
1.0,8.826782000000003e-08,2.6336401e-24
1.0,3.7305792e-06,4.1967442e-17
1.0,3.1779002999999994e-08,8.754121e-19
1.0,3.893152e-05,3.4417521e-18
1.0,2.884961e-09,7.5403975e-21
1.0,2.0948740000000004e-08,5.147209e-21
1.0,4.5804804e-09,1.1307492e-12
1.0,2.960672e-08,5.8173567e-13
1.0,2.7051790000000005e-09,3.6494939999999996e-18
1.0,1.8022773e-08,8.300294e-21
1.0,1.8397444e-07,1.3909201e-18
1.0,1.2035757e-06,1.0305604e-17
1.0,5.08787e-09,1.0947269e-17
1.0,9.6658134e-08,2.902287e-19
1.0,1.8682264e-06,2.3250536e-16
1.0,0.00022532984,2.6520912e-19
1.0,9.188399e-07,4.0467394999999996e-20
1.0,2.960629e-08,8.577093e-28
1.0,1.6903292e-09,8.0163785e-18
1.0,1.2271377e-06,6.7268284e-18
1.0,7.3305195e-08,6.4190783e-18
1.0,3.73443e-08,5.558377e-19
1.0,2.9290375e-09,3.0666368e-21
1.0,3.683361e-06,1.2073751e-20
1.0,4.3661026e-09,3.9523628e-19
1.0,0.00011017442,3.3367758e-19
1.0,2.0221552e-07,2.4342726e-18
1.0,4.190627e-06,8.423135699999999e-26
1.0,6.784839e-06,2.6616668e-18
1.0,3.2242966e-09,2.9353864e-20
1.0,0.0004355203400000001,2.3032793e-23
1.0,6.368163e-12,4.4891324e-20
1.0,2.8399072e-07,7.1404893e-23
1.0,2.018822e-06,1.5280676e-23
1.0,2.1793232000000003e-06,4.2038424e-30
1.0,0.013076524,5.202013e-16
1.0,1.6316422e-07,5.5619433e-14
1.0,4.4228322e-11,2.3056403e-21
1.0,7.983269e-09,1.3817248999999998e-25
1.0,2.3676414e-09,2.3143886e-16
1.0,3.523690900000001e-07,2.8173669000000008e-22
1.0,4.845898e-10,1.5665121e-23
1.0,0.02376953,8.531098e-23
1.0,3.4711838e-06,9.422704e-18
1.0,1.5005438e-09,1.1127262e-23
1.0,1.9545967e-06,3.4865013999999993e-16
1.0,9.923432e-10,1.4743194e-18
1.0,4.1358385e-07,9.479792e-28
1.0,1.1386961e-11,1.0924783e-18
1.0,2.0797176000000001e-10,5.585974e-23
1.0,7.998867e-07,4.368862e-22
1.0,0.0006248876000000001,1.19252e-15
1.0,6.880647e-10,5.362054000000001e-15
1.0,8.912375e-09,7.3014664e-20
1.0,3.4101262e-09,1.6345914e-26
1.0,1.9355672e-05,1.3432807e-23
1.0,1.5833510999999994e-07,1.4387171e-16
1.0,2.788552e-07,1.0383663e-18
1.0,9.695286e-09,3.7484843e-23
1.0,0.00060593075,3.3036757000000005e-20
1.0,4.66096e-10,2.1948439999999997e-28
1.0,6.550797e-10,9.187999e-19
1.0,3.9769106e-06,3.0861134e-14
1.0,0.00034897513,5.815222199999999e-27
1.0,1.1685833e-05,8.933777e-18
1.0,1.221137e-10,9.118567e-25
1.0,7.629524000000002e-09,4.0430119999999996e-22
1.0,4.1895368e-07,2.8446907e-17
1.0,1.2741669e-09,6.0200800000000006e-18
1.0,1.3038973e-09,9.275406e-18
1.0,2.3078934e-09,1.5311930999999999e-24
1.0,1.7479855e-09,4.3354681999999995e-27
1.0,1.1342363e-09,1.7424765e-17
1.0,9.668577e-10,3.5260569999999985e-24
1.0,9.125403e-09,1.8702713000000007e-21
1.0,2.5222835e-10,6.878674e-18
1.0,3.056702000000001e-06,3.601082e-24
1.0,4.901821e-07,7.109724e-26
1.0,6.3763306e-05,8.943106000000001e-22
1.0,7.012036500000001e-08,1.2410933999999997e-14
1.0,0.0012827882,1.1328325e-19
1.0,4.3918193e-05,6.6633773e-21
1.0,3.1282973e-11,1.784718e-16
1.0,1.6510743000000002e-08,8.039483399999999e-24
1.0,7.6802183e-07,2.2043746e-20
1.0,1.1188612e-06,6.1018215e-13
1.0,8.128139399999998e-07,2.842046e-20
1.0,2.3572802000000002e-08,7.055338999999998e-18
1.0,2.1266157999999997e-10,1.0613032e-18
1.0,1.7340453e-05,1.5196893999999999e-25
