label,score 0,score 7,score 4,score 6,score 3,score 1,score 5,f16,score 9,f18,f22,score 8,f21,score 2,f23,f9,f17,f24,f5,f8,f10,f19,f7,f20,f2,f14,f4,f15,f6,f12,f13,f0
0.0,1.0,0.0,0.0,0.0,0.0,1.0142485e-24,0.0,1184.6077258384205,0.0,1602.7744019365548,0.6085980363010923,3.0180922999999997e-24,2.375872059718465,0.0,0.8934975262189219,1.264866107118299,2814.476397546135,53.05163897134693,-14.658927603038087,4.906396163226487,4.1088111030073495,3388.3554372210588,3.2484158440835387,0.0002951284239590118,0.6401961027606897,6.254785135780632,3.141055702297598,57.1046144164633,15.6242727889186,13.59187230811959,13.59187230811959,-0.02953265230466367
0.0,1.0,0.0,0.0,0.0,0.0,1.1919068e-26,0.0,1060.6604813272354,2.1399999999999997e-43,1488.5134212993396,0.6353702880709259,6.1732318e-27,2.5704666611240037,0.0,0.9159641987431262,1.2283817685294072,2726.3924060233976,52.21486767218124,-11.708271970061386,4.331873527869196,3.6918873335388462,3295.940481486999,3.0054885444601607,0.00030340353705320534,0.7083250367655007,6.569049610059392,3.0683744758914484,61.31103047353322,11.067129482574027,13.630529851478196,13.630529851478196,0.03099201954278648
0.0,1.0,0.0,0.0,0.0,0.0,8.363187e-09,0.0,1215.7088807545877,1.4706927e-32,1650.4807037480966,0.6411493909231352,3.5056464999999997e-16,2.456229098441836,0.0,0.8987764442646565,1.2518199007774735,2986.059528143573,54.64484905408353,-14.157169904499485,5.379834033421101,4.544069503627969,3575.3691995390263,3.6299706537703726,0.00027969139526316057,0.6729001370055737,6.880060867776328,3.620091058156308,72.17352100793424,14.119170615053749,14.310691332101648,14.310691332101648,-0.015166108395458157
0.0,1.0,0.0,0.0,0.0,0.0,1.24929535e-23,0.0,1225.6863452990012,2.8393000000000003e-41,1674.9069575543936,0.6225223172432716,1.06799456e-26,2.493075434406139,0.0,0.8560884301654449,1.2490507674735862,3055.728517751981,55.27864431904947,-12.167601106644375,4.697473855575777,4.000598813802668,3610.541209333721,3.202911297108081,0.0002769667875317056,0.6689907780955048,6.686801906292782,3.1425666897249296,66.67005623215226,13.707988481182928,14.332205114309245,14.332205114309245,0.04491333932006514
0.0,1.0,0.0,0.0,0.0,0.0,3.1418994e-25,0.0,1137.7910096376293,0.0,1518.9589007931245,0.5877417049383195,2.2077948999999998e-26,2.3543143929024226,0.0,0.8571979724491179,1.242088449754102,2678.717750104849,51.75633053168328,-12.501073824340553,4.718593875046778,4.006998415932848,3159.13831668175,3.2260169690219067,0.00031654201233276974,0.6712773599616387,5.928566108175173,3.1674852391725605,54.09634307478878,12.875661606841073,14.171535943561262,14.171535943561262,0.01712877247836787
0.0,1.0,0.0,0.0,0.0,4.3299999999999996e-43,7.265658e-21,0.0,1122.5930158985134,3.18934e-40,1546.2171950773925,0.6428809622385556,1.2934993e-22,2.495261167162833,0.0,0.929512240820654,1.2473296498882391,2801.162759099769,52.92601212163797,-12.699213800768938,4.540325166327093,3.851700036716962,3393.051657497036,3.0879567699381436,0.000294719945624899,0.6874471398633999,6.600119819820884,3.1212335496413752,61.856743476311635,12.915759885967491,13.88060042145958,13.88060042145958,0.016538366564290932
0.0,1.0,0.0,0.0,0.0,1e-45,1.4587274999999998e-28,0.0,1146.1840764433375,0.0,1531.2760962346076,0.6129633104078165,1.0088342e-25,2.372129663159096,0.0,0.8892060216045343,1.269125886570451,2718.8972471718544,52.143046009720756,-13.96666547630806,4.828356977493455,4.043982423183852,3233.0309046639045,3.1864312799669343,0.0003093072814606939,0.6652250939592137,6.046163336405625,3.2119442240217078,55.72600812538445,16.208991605676008,14.339303183555298,14.339303183555298,0.015647918300437186
0.0,1.0,0.0,0.0,0.0,8.004361e-30,5.7587375e-09,6.0963709999999996e-37,1174.4964115940786,1.2682253e-28,1572.2783943026998,0.5976739361180453,9.91417e-10,2.2713162743163013,1.1137644e-31,0.8974482743890164,1.2290882216489152,2667.652813779728,51.64932539520461,-11.969538681524966,4.923397683770816,4.232937429126674,3249.8244262565504,3.4439654978125724,0.00030770893095658484,0.6722073276316606,7.803617921398772,3.3095439998754883,90.5369916200633,11.768388746609093,13.026281109830933,13.026281109830933,0.025233142184167168
0.0,1.0,0.0,0.0,0.0,1.6785661999999994e-31,7.583416999999998e-13,0.0,1126.940609171098,1.58853e-40,1526.987789414386,0.6010936069427864,3.771782e-14,2.4139784469601966,1.8016106e-36,0.8773880795316785,1.2394886876502855,2720.410341543225,52.1575530632259,-11.771441972911065,4.840340759745911,4.140659958350656,3236.398922516689,3.3406194018601,0.00030898539516951144,0.6721388835002136,6.122390675149022,3.253381234016192,54.93817345883471,12.589953813095038,13.941144049273207,13.941144049273207,0.04934622306838052
0.0,1.0,0.0,0.0,0.0,0.0,1.0536165000000001e-12,0.0,1171.8706785781167,1.4400000000000002e-43,1590.3260934202594,0.6419067521916904,2.8486480000000002e-15,2.4195215497482567,5.619999999999999e-43,0.9395338537466212,1.240089465957562,2835.366360337867,53.248158281182526,-13.009570713998803,4.413838862538799,3.7536761515736514,3444.1633093591554,3.0269397931504636,0.00029034627866878567,0.686938050326644,6.842793439524705,3.0320338626883743,67.66658348450599,12.423553771849592,13.910558120371432,13.910558120371432,0.00997615001110791
