label,score 0,score 1,score 3,score 5,score 4,score 8,f22,f18,f16,score 6,score 7,f23,score 2,f21,score 9,f9,f5,f17,f24,f8,f19,f10,f20,f14,f15
0.0,1.0,0.0,0.0,0.0,0.0,1.9624368e-22,0.7682701735535459,1563.0166500536884,1145.656532300286,5.999999999999998e-45,0.0,1.13885747549212,5.176603e-39,2.3406085710127327,0.0,1.2380562004883078,-12.825895000981028,2681.533498938775,51.78352536221124,4.09309243698344,3536.594055777021,3.487563310719373,0.0002827579259108072,8.638732978190587,107.06146072327464
0.0,1.0,0.0,0.0,0.0,0.0,1.8913295e-14,0.7998648144700036,1490.1823503739954,1082.8889768181368,0.0,0.0,1.23597830971165,8.914439999999997e-36,2.3707236442478585,0.0,1.2500211108298822,-12.658426453472181,2567.230501438128,50.66784484698484,4.647600603264556,3461.456858923012,3.93440258057362,0.00028889569934179027,7.62553028478484,82.01049196047619
0.0,1.0,0.0,0.0,0.0,0.0,1.1650075e-18,0.743507955546302,1633.9178303447973,1180.6168445573815,0.0,0.0,1.0695680709795985,1.99747e-40,2.4068053031920043,0.0,1.2365615636515606,-12.668689632952027,2841.514882518516,53.30586161500924,3.8479437639726366,3690.4632417567022,3.2727519372248937,0.0002709686926793475,9.084066431917039,116.92080970224316
0.0,1.0,0.0,0.0,0.0,0.0,7.699469000000001e-18,0.7529890765243922,1606.448234446229,1151.8142193392207,0.0,0.0,1.084419188378314,0.0,2.4723118409027527,0.0,1.2376454325439423,-11.848185525651937,2847.643932992516,53.36332010840889,4.4365740325541685,3690.9886679758392,3.783526933138108,0.0002709301192594574,7.942789681609066,88.84792028960514
0.0,1.0,0.0,0.0,0.0,0.0,6.506161e-22,0.7370491817462766,1645.666365717724,1182.6522979015288,0.0,0.0,1.0462722122685597,2.7619509999999993e-39,2.4426688777007297,0.0,1.2556409171032448,-12.803203491096008,2888.827961225317,53.74781819967501,4.459127770768625,3724.6295430942,3.7936746429626464,0.0002684830768885702,8.496224429029871,100.24514281196969
0.0,1.0,0.0,0.0,0.0,0.0,2.6962419999999996e-16,0.7669937537856898,1617.958589880673,1174.3267603173724,0.0,0.0,1.1332951194824226,0.0,2.3803609352198096,0.0,1.241263658631753,-11.896035996442244,2795.32154544271,52.87080049935607,4.5010193415965984,3687.5329643218042,3.8384912342366633,0.0002711840164346614,8.260785457269494,94.05904146150641
0.0,1.0,8.0279e-41,0.0,0.0,0.0,1.4607188e-16,0.7704522266201861,1571.7039266752654,1139.561277438317,0.0,0.0,1.170064905253529,4.1198709999999994e-36,2.380368476095528,0.0,1.2600081020280791,-14.244252462899215,2712.57574139332,52.08239377556795,4.621357868517444,3602.79503638353,3.901925053427608,0.00027756227870342457,8.4421821051546,103.03284173312208
0.0,1.0,0.0,0.0,0.0,0.0,5.715621e-21,0.7681421870764158,1514.9455062149011,1095.1010320846383,0.0,0.0,1.158396364769032,0.0,2.376707350909241,0.0,1.2447486311045743,-12.637316978450205,2602.7346729438564,51.01700376290102,4.4705624094150425,3462.7302697130444,3.8100796413143576,0.0002887894586380445,8.595768232798893,102.4723170047884
0.0,1.0,0.0,0.0,0.0,0.0,1.6479751e-20,0.7511028742594639,1590.7690656192713,1154.4507393770625,0.0,0.0,1.0879841325903177,4.835448e-37,2.43224478151435,0.0,1.2506126481222068,-13.540745976587818,2807.9067863652417,52.98968566018525,4.62157954833565,3627.261120512917,3.9311015306695145,0.00027569010522699664,8.108621244822334,89.54322005836666
0.0,1.0,0.0,0.0,0.0,0.0,1.0072916999999999e-26,0.7639797582243495,1654.658096104697,1204.2457704151695,0.0,0.0,1.1229555310661987,0.0,2.319956148126175,0.0,1.2547791695353925,-13.75357089900444,2793.7973789296148,52.85638446705956,5.052091337201492,3717.3128611173524,4.273898732189382,0.0002690115245504032,9.120315870748811,115.66610450623959
0.0,1.0,0.0,0.0,0.0,0.0,1.1405295e-30,0.8031130709103738,1554.8525718889246,1138.2219875406574,0.0,0.0,1.2742629518185946,0.0,2.230896758587647,0.0,1.2569796334470311,-12.817633145545713,2539.255742557641,50.39102839353095,4.9228098488843015,3524.8139654748384,4.165014266541716,0.00028370291589709107,8.81876581940935,106.48155203658398
0.0,1.0,9.127829999999999e-40,0.0,0.0,0.0,4.9908005e-17,0.7700104025646927,1448.4994451834714,1061.6258687428074,0.0,0.0,1.190202733042393,1.8000000000000002e-44,2.3389438368729127,0.0,1.2582269566939657,-14.224607903015261,2483.083282760841,49.83054567994255,4.4015366220663115,3299.949005350642,3.704143502839511,0.00030303498580692257,8.7138627464769,102.12547073741642
0.0,1.0,7.056254e-38,0.0,0.0,0.0,8.4631987e-22,0.79834191248926,1492.5112101535938,1084.1060117101517,0.0,0.0,1.2158635367725823,0.0,2.396656145706107,0.0,1.2444279587359974,-12.964537039711244,2598.2293355620714,50.972829385488026,4.537545906981364,3475.327619973849,3.856047010372373,0.00028774265604562615,7.558165510962218,84.15948983165724
0.0,1.0,0.0,0.0,0.0,0.0,8.421495e-29,0.7613955037884492,1617.4737611952887,1163.83475198751,0.0,0.0,1.1116655729379632,0.0,2.3956417874198617,0.0,1.2318548082127172,-12.250599945581198,2788.131165512709,52.802757177184496,4.266185793296232,3681.6210655933855,3.6358569182468394,0.0002716194801647314,9.215257394014376,111.61192319140464
0.0,1.0,0.0,0.0,0.0,0.0,4.219668e-26,0.7895519982450651,1560.3652199781193,1155.0799250289956,0.0,0.0,1.2287587523163068,0.0,2.2076449787559045,0.0,1.2244101507486291,-11.989875954834654,2550.006396552008,50.49758802707321,3.785873228880427,3487.9752013931306,3.2648752669499093,0.0002866992860501389,10.727227100406886,157.05777644603862
0.0,1.0,0.0,0.0,0.0,0.0,6.847799000000001e-15,0.7815629698522097,1602.88446897835,1194.3289222761493,3.37639e-40,0.0,1.2157167647662066,1.0371192e-35,2.177672670498195,0.0,1.2366496174705648,-12.309596430455748,2600.8574536263336,50.99860246738465,4.670528216552536,3546.310804123604,3.999368378692145,0.0002819831806160964,9.921959831611863,136.50688064809358
0.0,1.0,0.0,0.0,0.0,0.0,2.8512463000000002e-15,0.7533090346720109,1580.5483248801352,1147.899040703683,0.0,0.0,1.0786808334013978,2.1127313e-31,2.477543523080191,0.0,1.2451411877892584,-13.171610607217662,2843.9698334453747,53.32888366959667,4.2561110694295605,3633.4461835111247,3.611053655799647,0.0002752208095273522,8.221760588770051,97.62305969072467
0.0,1.0,0.0,0.0,0.0,0.0,4.473116e-22,0.7528240867926441,1688.2737133354901,1223.1980889924116,0.0,0.0,1.0691023672988504,0.0,2.383925144144809,0.0,1.2524595529121592,-12.567654464144125,2916.0126806188896,54.000117413010216,4.357684808795297,3804.132643457936,3.6778837068440384,0.000262872011500368,9.127674453233944,118.13290471892557
0.0,1.0,0.0,0.0,0.0,0.0,9.545911e-19,0.8225816963259409,1602.6134417807666,1194.27545119795,0.0,0.0,1.2753496888692113,1.5492033e-29,2.1819346416360026,0.0,1.2294025984120407,-11.781381704493846,2605.8309786242744,51.047340563679455,4.476442180091139,3605.7765511649336,3.859800943203109,0.0002773327702951881,10.618029855449016,157.73509283242174
0.0,1.0,0.0,0.0,0.0,0.0,3.1801142999999995e-16,0.8125581607477854,1498.3242004279446,1120.3313917216697,0.0,0.0,1.310765728130176,1.9808033e-37,2.156559626819657,0.0,1.2190778460174865,-11.057913111091406,2416.061448045631,49.15344797718295,4.117620565836384,3357.789031569833,3.540253206117672,0.0002978150177387649,7.497509850648147,80.85306057488717
0.0,1.0,0.0,0.0,0.0,0.0,2.5264028e-14,0.789635857059023,1432.098724173862,1069.3139490186138,0.0,0.0,1.2599326338069674,2.639100999999999e-33,2.2315729695163378,0.0,1.2739780671903032,-13.879974219915605,2386.25210455671,48.849279468142726,5.568393046344017,3227.0279485464916,4.680055079589488,0.00030988265857766033,8.176327947618368,97.96851083698034
0.0,1.0,0.0,0.0,1e-44,0.0,2.1450218e-14,0.7861299998506385,1631.6352674297284,1216.8935147496595,0.0,0.0,1.1832805862058753,3.3426009e-37,2.170564589441729,0.0,1.2399430941045049,-12.232705570335655,2641.345972236897,51.394026620190964,4.4183790497835815,3593.773067337459,3.7742927711584384,0.0002782590834932369,9.811241595115376,144.6580842738291
0.0,1.0,0.0,0.0,0.0,0.0,3.74528e-21,0.7884262968645567,1575.4149336048627,1157.8773345998093,0.0,0.0,1.1898008189654137,2.7e-44,2.351145313104245,0.0,1.2201237509612493,-11.26164601123352,2722.3378683939773,52.17602771765955,4.151330721859605,3612.3052209151647,3.578804232638748,0.00027683153522299907,9.245219711252993,123.4166115295076
0.0,1.0,0.0,0.0,0.0,0.0,3.0017199e-16,0.8265266709220608,1543.8699382539025,1146.8162536598568,0.0,0.0,1.3058675562431912,2.9999999999999997e-44,2.179548992069806,0.0,1.2461436063674356,-12.946372076467455,2499.542209753612,49.99542188794502,4.98753520885269,3488.1677000531427,4.2217276058842375,0.00028668346421095665,8.891952077480132,116.9369304310048
0.0,1.0,0.0,0.0,0.0,0.0,5.859955e-24,0.7853183159600577,1546.987789008348,1129.2952448720785,0.0,0.0,1.1875137608963593,0.0,2.3766822518474675,0.0,1.252902009971669,-13.810947830385865,2683.975965583209,51.80710342784288,4.382517161136252,3563.2985371329632,3.724444867478919,0.00028063884897070737,8.655027161032287,108.24200253881556
0.0,1.0,0.0,0.0,0.0,0.0,1.9007365e-32,0.7768113602410619,1436.5507768044547,1042.706633010167,0.0,0.0,1.2314593018948532,0.0,2.36942662189285,0.0,1.2356866226977143,-13.411728305449559,2470.616855078548,49.70530007029981,3.838082390479528,3317.144905927311,3.2574558689934627,0.00030146406875778287,8.564559805257884,103.63607208947852
