score 0,score 1,score 2,score 3,score 4,score 5,score 6,score 7,score 8,score 9
1.0,0.0,5.176603e-39,0.0,0.0,0.0,6e-45,0.0,1.9624368e-22,0.0
1.0,0.0,8.91444e-36,0.0,0.0,0.0,0.0,0.0,1.8913295e-14,0.0
1.0,0.0,1.99747e-40,0.0,0.0,0.0,0.0,0.0,1.1650075e-18,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.699469e-18,0.0
1.0,0.0,2.761951e-39,0.0,0.0,0.0,0.0,0.0,6.506161e-22,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.696242e-16,0.0
1.0,8.0279e-41,4.119871e-36,0.0,0.0,0.0,0.0,0.0,1.4607188e-16,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.715621e-21,0.0
1.0,0.0,4.835448e-37,0.0,0.0,0.0,0.0,0.0,1.6479751e-20,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0072917e-26,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1405295e-30,0.0
1.0,9.12783e-40,1.8e-44,0.0,0.0,0.0,0.0,0.0,4.9908005e-17,0.0
1.0,7.056254e-38,0.0,0.0,0.0,0.0,0.0,0.0,8.4631987e-22,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.421495e-29,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.219668e-26,0.0
1.0,0.0,1.0371192e-35,0.0,0.0,0.0,3.37639e-40,0.0,6.847799e-15,0.0
1.0,0.0,2.1127313e-31,0.0,0.0,0.0,0.0,0.0,2.8512463e-15,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.473116e-22,0.0
1.0,0.0,1.5492033e-29,0.0,0.0,0.0,0.0,0.0,9.545911e-19,0.0
1.0,0.0,1.9808033e-37,0.0,0.0,0.0,0.0,0.0,3.1801143e-16,0.0
1.0,0.0,2.639101e-33,0.0,0.0,0.0,0.0,0.0,2.5264028e-14,0.0
1.0,0.0,3.3426009e-37,0.0,0.0,1e-44,0.0,0.0,2.1450218e-14,0.0
1.0,0.0,2.7e-44,0.0,0.0,0.0,0.0,0.0,3.74528e-21,0.0
1.0,0.0,3e-44,0.0,0.0,0.0,0.0,0.0,3.0017199e-16,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.859955e-24,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9007365e-32,0.0
1.0,6.1022208e-34,8.138792e-37,0.0,0.0,0.0,0.0,0.0,1.4539839e-12,0.0
1.0,1e-45,1.2841194e-36,0.0,0.0,0.0,0.0,1e-45,1.5037417e-20,0.0
1.0,0.0,1.4080608e-21,0.0,0.0,0.0,3.1448299e-37,0.0,5.026232e-21,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1898528e-27,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9278954e-18,0.0
1.0,0.0,1.0817718e-33,0.0,0.0,0.0,1.188e-42,0.0,6.6009537e-16,0.0
1.0,0.0,2.8e-44,0.0,0.0,0.0,0.0,0.0,1.3245072e-22,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.013203e-26,0.0
0.9984635,3.6646286e-33,1.02149555e-35,1.31383e-40,0.0,0.0,1e-45,6.557491e-36,0.0015364636,1e-45
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0169647e-21,0.0
1.0,2.788024e-38,1.1057354e-28,0.0,0.0,1.7004146e-38,0.0,2.44e-43,4.8661355e-19,2.1e-44
1.0,0.0,2.2e-44,0.0,0.0,0.0,0.0,0.0,4.008777e-20,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8630177e-29,0.0
1.0,0.0,1.36495e-40,0.0,0.0,0.0,0.0,0.0,1.0203987e-18,0.0
1.0,4.235088e-32,6.9070083e-31,2.371706e-37,0.0,0.0,5.527698e-35,6.484428e-38,4.999379e-08,0.0
1.0,0.0,1.247676e-39,0.0,0.0,0.0,5.3e-44,0.0,2.2798715e-16,0.0
1.0,0.0,1e-45,0.0,0.0,0.0,0.0,0.0,5.464275e-21,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1399109e-24,0.0
1.0,0.0,1.88e-43,0.0,0.0,0.0,0.0,0.0,5.910534e-17,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4359233e-24,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1541379e-24,0.0
1.0,0.0,7e-45,0.0,0.0,0.0,0.0,0.0,4.7324313e-16,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1577215e-15,0.0
1.0,0.0,1e-45,0.0,0.0,0.0,0.0,0.0,2.1208577e-13,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.621109e-22,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3707795e-24,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06788405e-27,0.0
1.0,0.0,3e-45,0.0,0.0,0.0,0.0,0.0,8.315087e-17,0.0
1.0,1e-45,3.5e-44,0.0,0.0,0.0,0.0,1e-44,8.4044284e-20,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5801959e-25,0.0
1.0,0.0,2.0783085e-33,0.0,0.0,0.0,0.0,0.0,6.984094e-20,0.0
1.0,0.0,8.54764e-40,0.0,0.0,0.0,0.0,0.0,3.388188e-22,0.0
1.0,3.498286e-39,2.89e-43,0.0,0.0,0.0,0.0,2.0431506e-37,3.6917448e-22,0.0
1.0,9.15437e-34,8.397264e-39,4.5687e-41,0.0,0.0,0.0,0.0,6.655345e-22,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.580753e-27,0.0
