label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24
0.0,-0.017597171331895797,1.1147397916732529,0.7493010720154647,1.1141953521820853,4.650024054124846,-14.654281457597577,16.296208170834525,4.173436951624372,6.2058152961362305,1.258427090845745,5.251966121860793,1271.2256336119408,14.813327958223622,14.813327958223622,6.978307400841709,69.64613919740756,1104.153781695119,2808.114373339544,1511.226581286087,3347.7336985306047,0.00029870954205196264,2.543227600985499,0.6497059414102676,0.9222209769040558,52.99164437285886
0.0,-0.03260027921770011,0.9594055212522327,0.655283520630091,0.9589369470991292,2.8746693215315746,-13.16229429167029,13.618810627902771,2.9977667772919885,4.386909224830532,1.24806143487175,3.741397105477901,941.6295101560813,13.16171370067195,13.16171370067195,6.365708272000898,58.54131254269941,1105.0124398688008,2740.561184268,1536.9918458878433,3388.472127156022,0.0002951182605238987,2.4801179474444557,0.6577333932537729,0.9540827415787533,52.350369475945435
0.0,-0.04418875729706459,1.0709259000826048,0.7232354031588857,1.0704028593187653,3.298781243687821,-14.175900236700048,13.649173081447858,3.081812809980028,4.561144586229721,1.2513343718991308,3.856378296887054,1173.2605759874955,14.260988822060943,14.260988822060943,6.753915279787187,64.75967272963457,1084.7343987792099,2828.887311378379,1516.2307423137738,3408.412115749554,0.00029339175136105486,2.6079078109462435,0.6546445701642203,0.9332201146014255,53.18728524166635
0.0,-0.020370776312035106,1.0732506132689041,0.7038958472461496,1.0727264371139413,4.9189918173398,-16.213577214419296,19.389628069144546,4.5855044186044625,6.988238155665163,1.2751091763533862,5.847018762371549,1178.3598170963667,14.208131856764606,14.208131856764606,6.344975368304117,55.98096320612426,1087.051510753215,2675.0064700181083,1479.5078723634917,3297.1044765699494,0.00030329642481948953,2.460790904162953,0.6812220976938769,1.0095786480123936,51.720464711931086
0.0,-0.020098731629653914,0.9515730800023254,0.6482446603410132,0.9511083312175821,3.6381929448876416,-13.969489548365505,13.63079076353896,3.8252140428947032,5.612376263884298,1.2460862996918936,4.766546812240129,926.3176270965697,12.971039376425296,12.971039376425296,6.876387855178381,69.14153085876904,1219.1166481665248,2755.2668534129584,1629.9617827031964,3462.0898621589795,0.0002888428780922498,2.2600518642385103,0.6670352378942475,0.9798021199516381,52.49063586405635
0.0,-0.008019322341854393,1.034889716630577,0.6848621249208827,1.0343842759573854,4.121694519238331,-15.08587278198948,17.766627896584428,3.984684043484181,6.018283635869747,1.271659605618315,5.067161739250686,1095.6296502762334,13.816333051569933,13.816333051569933,6.564392501053819,63.330367842738305,1107.9529584828972,2783.077463170001,1532.570356321402,3445.081922930861,0.0002902688593103941,2.5119094108298836,0.6862931917374523,0.9926739741529974,52.75488094167213
0.0,-0.03165594020529643,0.94550908907923,0.6248647946522037,0.9450473019507918,2.837693649605044,-15.76524693038163,15.57071246076778,3.002700122784755,4.541292250565163,1.26832564219611,3.808401561553313,914.5491485946584,13.442196316357684,13.442196316357684,6.380623280300239,58.92345881509499,1198.7430199095447,3032.475957889291,1674.8732166333948,3674.299338987724,0.0002721607326297758,2.5297131307743648,0.645368429830547,0.8878213114137017,55.0679213144031
0.0,0.01334087565062773,0.9859501730352969,0.6793668884973592,0.9854686344605249,2.8170333722712275,-12.315578434759258,12.054582874121579,2.8585723317448415,4.146556772147099,1.2382655637345141,3.5396716798439107,994.4559918136235,12.798244534099258,12.798244534099258,8.081851476335752,95.31457803007189,1150.725990407031,2730.780009676631,1577.8185232812996,3415.9806618186003,0.0002927417040667964,2.373093188510245,0.6546575898892033,0.9722007455137814,52.256865670231605
0.0,0.00046096706754561456,1.01534211522945,0.6708854319035927,1.0148462216148992,3.5517390209971214,-15.096692314660169,16.470745805511644,3.4997805040307766,5.294106641903519,1.2672944728909175,4.435252489089592,1054.630762010662,13.718806408654661,13.718806408654661,6.811950791498668,66.10625069242543,1169.2878194866776,2902.412821701864,1611.0025481866855,3580.769613467945,0.0002792695727306255,2.4822056411876723,0.6799278453290922,0.9663961431472792,53.87404590061771
0.0,-0.038138108326862145,1.0592654240573876,0.7342062700829288,1.0587480782760734,3.7438588518649447,-13.21418852043267,12.365427484277483,3.5361186751440945,5.099192154055119,1.2360344512429413,4.370764506161647,1147.850233091357,13.961530404822424,13.961530404822424,7.567154175141335,85.91439930223922,1107.264134171447,2860.626370830208,1548.6384901854478,3473.7140834256406,0.0002878763122075491,2.583508561821865,0.6622162406536329,0.9358643268196741,53.484823743097515
0.0,0.05071731344950624,1.1096651794310268,0.7654694029519933,1.1091232183831046,3.755218546342432,-11.334297932699819,13.007858498907382,3.3857541561674656,4.90577223839467,1.2415715938213407,4.203656183960069,1259.678017081852,15.019050573121635,15.019050573121635,6.054384392766927,50.75389451052427,1070.4149734518153,2951.761701145382,1518.563227947262,3471.4268637642685,0.00028806598532674896,2.7575863327347743,0.6499419920555146,0.8872997167705453,54.3301178090512
0.0,-0.009348276250038388,0.9942509308590505,0.6783721797078888,0.9937653381898615,3.470240797221828,-13.200340019672268,13.732518756062563,3.492012313030412,5.115541145446347,1.246237856022179,4.351877938194071,1011.2712165249125,13.086340101607888,13.086340101607888,6.891574534169875,66.6534769621605,1156.302161813838,2814.0116488268486,1596.011464795544,3541.527716806236,0.00028236401913629634,2.4336300162343707,0.6905394022869393,0.9991774533978405,53.04725863630324
0.0,-0.005233209560226296,0.9163845059423765,0.6232217403933554,0.9159369432754152,2.96577353685026,-13.613692890416782,13.794822677779786,3.237966934977613,4.758777405580186,1.2505715829600756,4.049309435447338,859.0750556740722,12.937855254987154,12.937855254987154,6.1275102967120105,57.75977434711067,1161.415407596545,2682.463204958756,1568.8275423310938,3322.4012804727126,0.0003009871221388765,2.3096500936817224,0.6383611073510657,0.9366748948770274,51.79250143562054
0.0,0.02239339697813994,1.016732366205702,0.7008772333469333,1.0162357935918547,2.7288257454466107,-12.193402982821272,11.79751669462397,2.685228922907408,3.8934432673972243,1.237325953437038,3.322503437233119,1057.5208326935212,13.38298079819985,13.38298079819985,7.9378939596891,95.28451503342691,1144.9243408776783,2801.9990718027298,1576.1226705486563,3477.45238443381,0.0002875668418858358,2.447322475173135,0.6744931292339289,0.9702949680132867,52.93391230395435
0.0,0.03163040837761178,0.99706743647632,0.7031017401120688,0.9965804682243299,2.9593695424879987,-11.1972590611839,10.773131524137378,2.9695239239044025,4.209020364558191,1.224815000830164,3.637117447322162,1017.008772757734,14.080972730167732,14.080972730167732,6.378795548530539,59.49931666512543,1194.6402506951615,3075.0459676842365,1664.4041723004448,3672.9102514292103,0.00027226366329285556,2.5740351255491905,0.6471826679419826,0.8709639851133419,55.45309700714863
0.0,0.03997311197063511,1.1179066203368047,0.7600729054999394,1.1173606341648787,3.362821187310429,-13.068710461917169,13.07535135354357,3.0096112969147324,4.424340300748553,1.2454407834867876,3.7482926516201713,1278.4586616640922,13.901642924459384,13.901642924459384,8.690597462482597,109.74489379543785,1093.5157624601131,2741.7208099657955,1509.0514837221199,3375.1024547869283,0.0002962873019104039,2.5072531225317403,0.6803146714941216,0.975289359840506,52.361443925524014
0.0,0.02988869702029768,0.9752034392199718,0.6552953177505357,0.9747271493555569,2.9113395847710435,-13.277677690734242,14.650693886386506,2.9868251712244622,4.442790152636739,1.260899388998266,3.766086033441566,972.8952480673897,13.063468063039645,13.063468063039645,6.912265852228806,68.58728697816163,1181.4107467661006,2782.6928935888936,1606.6215290023208,3508.748882899296,0.00028500187199880064,2.3553983245928776,0.6834698634448141,1.0073879565440271,52.751235943709354
0.0,0.028722344531467978,1.112508781672317,0.7714420670769304,1.1119654318075884,3.2891752521444304,-12.247298142098238,11.402104146584312,2.9579833671606264,4.2636711070313265,1.232336746546734,3.6452315990260797,1266.1423324518773,14.299149435215421,14.299149435215421,7.414255833248663,77.18286956514753,1170.88180803651,3023.8598858952037,1627.8462583267642,3603.3960904237438,0.00027751598073205556,2.58254920790512,0.646935442024613,0.8799362290317484,54.98963434953176
0.0,-0.03785668279336436,1.030716249077416,0.7079247487291536,1.0302128467279372,3.737454857502685,-13.45578506114175,13.529457198575873,3.6278472641583037,5.279452179362366,1.243816461594197,4.512376147309569,1086.8106337927989,13.859069649274609,13.859069649274609,6.486589115678329,62.05133963617795,1074.8433505810665,2701.022920847061,1485.969105514297,3273.625511075352,0.00030547171526394614,2.5129456486723134,0.6441928705309433,0.9315338219850936,51.97136635539864
