score 0,score 1,score 2,score 3,score 4,score 5,score 6,score 7,score 8,score 9
1.0,1.0342462e-29,0.0,0.0,0.0,0.0,0.0,0.0,3.58787e-35,0.0
1.0,8.625078e-31,0.0,0.0,0.0,0.0,0.0,0.0,2.914953e-39,0.0
1.0,1.1659333e-31,0.0,0.0,0.0,0.0,0.0,0.0,8.7583e-41,0.0
1.0,6.798526e-38,0.0,0.0,0.0,0.0,0.0,0.0,1.4916111e-37,0.0
1.0,3.1849418e-26,3e-45,0.0,0.0,0.0,0.0,0.0,2.5443185e-26,0.0
1.0,3.632026e-31,0.0,0.0,0.0,0.0,0.0,0.0,2.8e-44,0.0
1.0,2.4511819e-26,0.0,5.9e-44,0.0,0.0,0.0,0.0,8.8926e-41,0.0
1.0,1.9435895e-28,0.0,0.0,0.0,0.0,0.0,0.0,1.938701e-37,0.0
1.0,1.6368684e-33,0.0,0.0,0.0,0.0,0.0,0.0,8.7510274e-36,0.0
1.0,1.000639e-34,0.0,0.0,0.0,0.0,0.0,0.0,8.34e-42,0.0
1.0,3.798858e-32,0.0,0.0,0.0,0.0,0.0,0.0,4.04034e-40,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.2227721e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.231848e-22,0.0,0.0,0.0,0.0,0.0,0.0,8.600345e-37,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.3894645e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,8.745089e-28,0.0,0.0,0.0,0.0,0.0,0.0,2.822254e-39,0.0
1.0,4.0784218e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.6740338e-22,0.0
1.0,2.3475307e-28,0.0,0.0,0.0,2.1e-44,0.0,0.0,4.4370715e-29,0.0
1.0,1.1659781e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.295892e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.82732e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.6878581e-30,0.0,0.0,0.0,0.0,0.0,0.0,6.2780217e-38,0.0
1.0,2.4818286e-32,0.0,0.0,0.0,0.0,0.0,0.0,5.099853e-37,0.0
1.0,1.6593415e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.2674163e-17,0.0,0.0,0.0,0.0,0.0,0.0,7.526e-42,0.0
1.0,8.176733e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.150995e-24,0.0,0.0,0.0,0.0,0.0,0.0,1e-45,0.0
1.0,5.5204687e-28,0.0,0.0,0.0,0.0,0.0,0.0,1.3459348e-37,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.4e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,8.772075e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6.652651e-38,0.0,0.0,0.0,0.0,0.0,0.0,4.486322e-31,0.0
1.0,1.15904595e-32,0.0,0.0,0.0,0.0,0.0,0.0,1.461959e-35,0.0
1.0,1.8706174e-26,0.0,0.0,0.0,0.0,0.0,0.0,4e-45,0.0
1.0,1.3300919e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.2963208e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.295128e-28,0.0,0.0,0.0,0.0,0.0,0.0,3.883012e-34,0.0
1.0,8.656202e-29,0.0,0.0,0.0,0.0,0.0,0.0,3.261314e-35,0.0
1.0,3e-45,0.0,0.0,0.0,0.0,0.0,0.0,2.5913e-41,0.0
1.0,5.0368794e-23,0.0,0.0,0.0,0.0,0.0,0.0,1.54949e-40,0.0
1.0,2.633955e-23,0.0,0.0,0.0,0.0,1.164e-42,0.0,2.325423e-39,0.0
1.0,3.283091e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.8278051e-36,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-43,0.0
1.0,4.55e-43,0.0,0.0,0.0,0.0,0.0,0.0,1e-45,0.0
1.0,3e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,4.239572e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,4.7850163e-25,0.0,0.0,0.0,0.0,0.0,0.0,6.8015335e-31,0.0
1.0,4.39e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.647514e-38,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-44,0.0
1.0,1.0542976e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.1159504e-31,0.0,1.8e-44,0.0,0.0,6.79219e-40,0.0,1.8666645e-30,0.0
1.0,9.743237e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,4.700754e-28,0.0,0.0,0.0,0.0,0.0,0.0,1.787908e-39,0.0
1.0,5.0420352e-29,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-44,0.0
1.0,1.7863978e-28,0.0,0.0,0.0,0.0,0.0,0.0,2.7218e-40,0.0
1.0,9.6285887e-29,0.0,0.0,0.0,0.0,0.0,0.0,8.3454656e-32,0.0
1.0,7.907383e-26,6.321e-42,0.0,0.0,0.0,7.5283354e-28,0.0,1.3339262e-25,0.0
1.0,3.130501e-23,0.0,0.0,0.0,0.0,0.0,0.0,7.2432575e-32,0.0
1.0,8.190902e-14,0.0,0.0,0.0,0.0,0.0,0.0,4.035784e-34,1e-45
1.0,6.885e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0551621e-25,0.0,0.0,0.0,0.0,0.0,0.0,5.494e-42,0.0
1.0,1.22698e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.1737873e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.7855335e-27,0.0,0.0,0.0,0.0,0.0,0.0,1.21343e-40,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.4015464e-32,0.0,0.0,0.0,0.0,0.0,0.0,1.04e-43,0.0
1.0,9.384696e-34,3e-45,0.0,0.0,0.0,0.0,0.0,5.386025e-37,0.0
1.0,5.056263e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,9.36161e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,8.019443e-34,0.0,0.0,0.0,0.0,0.0,0.0,1.678151e-30,0.0
1.0,7.756037e-26,0.0,0.0,0.0,0.0,0.0,0.0,3.059113e-39,0.0
1.0,7.6e-44,0.0,0.0,0.0,0.0,0.0,0.0,3.10459e-40,0.0
1.0,7.1743587e-28,0.0,0.0,0.0,0.0,0.0,0.0,4e-45,0.0
1.0,1.4991081e-35,0.0,0.0,0.0,0.0,0.0,0.0,3.6596672e-35,0.0
1.0,3.841657e-33,0.0,0.0,0.0,0.0,0.0,0.0,1.2595e-41,0.0
1.0,2.3439885e-27,0.0,0.0,0.0,0.0,0.0,0.0,1.3985197e-31,0.0
1.0,7e-44,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-44,0.0
1.0,3.172864e-26,0.0,1e-45,0.0,0.0,7.0935e-41,0.0,8.720704e-28,0.0
1.0,4.821317e-31,0.0,0.0,0.0,0.0,0.0,0.0,2.6063e-41,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.124523e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.9615692e-24,0.0,0.0,0.0,1e-45,0.0,0.0,1.379286e-33,0.0
1.0,1.2068274e-32,0.0,0.0,0.0,0.0,0.0,0.0,1.6196e-41,0.0
1.0,5.254839e-37,0.0,0.0,0.0,0.0,0.0,0.0,1.72e-43,0.0
1.0,4e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.22751666e-32,0.0,0.0,0.0,0.0,4e-45,0.0,5.91e-43,0.0
1.0,4.601476e-33,0.0,0.0,0.0,0.0,0.0,0.0,8.4152955e-37,0.0
1.0,4.5e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.1051095e-34,0.0,0.0,0.0,0.0,0.0,0.0,7.579651e-37,0.0
1.0,1.5648995e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.5633927e-25,0.0,0.0,0.0,0.0,0.0,0.0,2.412392e-38,0.0
1.0,3.1126846e-17,0.0,4.9e-44,0.0,0.0,5.056008e-33,0.0,1.2646834e-29,0.0
1.0,5.50104e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,8.204578e-19,0.0,0.0,0.0,0.0,0.0,0.0,4.65e-43,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44e-43,0.0
1.0,1.9772672e-25,0.0,0.0,0.0,0.0,0.0,0.0,3.135e-42,0.0
1.0,4.8601e-41,0.0,0.0,0.0,0.0,0.0,0.0,1.133213e-38,0.0
1.0,9.365334e-22,0.0,0.0,0.0,3e-45,0.0,0.0,1.3773498e-35,0.0
1.0,4e-45,0.0,0.0,0.0,0.0,0.0,0.0,3.2e-44,0.0
1.0,7.946463e-38,0.0,0.0,0.0,0.0,0.0,0.0,1.9788613e-38,0.0
1.0,2.1017e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.8653187e-23,0.0,0.0,0.0,0.0,0.0,0.0,4.7865354e-31,0.0
1.0,4.9032083e-37,0.0,0.0,0.0,0.0,0.0,0.0,4.3e-44,0.0
1.0,6.6807055e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.078e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,3.2290815e-33,0.0,0.0,0.0,0.0,0.0,0.0,2e-44,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6.6085107e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.332e-41,0.0
1.0,6.201019e-17,0.0,0.0,0.0,0.0,0.0,0.0,3.0516805e-37,0.0
1.0,7.523895e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,3.8016744e-15,0.0,0.0,0.0,1e-45,2.2e-44,0.0,2.982363e-23,0.0
1.0,1.2079932e-31,0.0,0.0,0.0,0.0,0.0,0.0,1.1641559e-38,0.0
