label,f18,score 4,score 8,score 2,f21,f16,f23,f22,f9,f17,f5,f19
0.0,1511.2265812860871,-0.019146187,-0.032219972,-0.016022047,2.543227600985499,1104.153781695119,0.9222209769040558,0.6497059414102676,1.2584270908457451,2808.1143733395443,-14.654281457597575,3347.7336985306047
0.0,1651.7571394269735,-0.019146187,-0.032219972,-0.016022047,2.6152973885298394,1165.2537877834268,0.8859810673522129,0.6497935899518362,1.2324581504858596,3047.4851881644995,-10.682665411797126,3679.366223904369
0.0,1626.1110047752454,-0.019146187,-0.032219972,-0.016022047,2.5291415256833125,1156.2772949367773,0.9259133017694224,0.6598618637704505,1.255629661252882,2924.3889218293743,-12.722689618322807,3601.24370852861
0.0,1509.737938793467,-0.019146187,-0.032219972,-0.016022047,2.5453796418920573,1085.3231757032463,0.9598872701426852,0.6740003687946298,1.2669183607018228,2762.55951630868,-13.834656599527714,3386.678129332721
0.0,1610.1086041540332,-0.019146187,-0.032219972,-0.016022047,2.4932778695256403,1166.7974289599795,0.9142746413365735,0.6450225634447487,1.238590342698916,2909.150207845333,-11.094265331741877,3525.154588906801
0.0,1714.8094580729166,-0.019146187,-0.032219972,-0.016022047,2.5612755351341012,1208.981764700014,0.8928772169191075,0.6586470659868646,1.249605979731227,3096.535416349398,-12.547844253624158,3795.207402859701
0.0,1594.0301611080038,-0.019146187,-0.032219972,-0.016022047,2.6197712202024315,1127.0893373838585,0.9348664794243158,0.6688105538455121,1.245283390309883,2952.7162086752614,-11.745836097289295,3601.986673292579
0.0,1528.7883934259505,-0.019146187,-0.032219972,-0.016022047,2.5059326384578435,1092.938639983617,0.9797218559829844,0.6667843873606288,1.2234199100654983,2738.830609766672,-10.451306957815737,3407.484542244161
0.0,1560.1061440335252,-0.019146187,-0.032219972,-0.016022047,2.6241261584764684,1103.721741831008,0.9307710635577962,0.6577137973422503,1.242556297075602,2896.305094417959,-11.246114436041536,3515.870922918084
0.0,1524.6004489981774,-0.019146187,-0.032219972,-0.016022047,2.4239678413135604,1118.062882678995,0.9980661019616928,0.6673569796313522,1.240881220252248,2710.14847218022,-11.353229424777995,3356.458211974555
0.0,1638.313004082554,-0.019146187,-0.032219972,-0.016022047,2.350483332070404,1205.7478093196416,0.9950345644613101,0.6784469857515499,1.1975881308178362,2834.0901284862207,-10.058533394322874,3563.617978298668
0.0,1495.8423506262839,-0.019146187,-0.032219972,-0.016022047,2.3524698765714533,1102.3937553217515,0.996301118618782,0.6648186852990778,1.2334697202218627,2593.348101514901,-11.465784321364069,3244.3967328360877
0.0,1605.4082055984907,-0.019146187,-0.032219972,-0.016022047,2.5588271822772883,1154.282074823636,0.9090805067007852,0.6529573533734411,1.2249080070061191,2953.6083490741466,-11.380661990748449,3561.2439536998295
0.0,1504.5531879474365,-0.019146187,-0.032219972,-0.016022047,2.4509180908850685,1085.509441504073,1.0482044531459378,0.6918855554021243,1.257991418412717,2660.4947280088795,-13.07422160693718,3375.302526739516
0.0,1507.4746000445552,-0.019146187,-0.032219972,-0.016022047,2.506138139169164,1087.8707081533003,0.937901089804648,0.6474738476920059,1.2438550045091743,2726.354272187953,-11.89830153014509,3322.813620659776
0.0,1564.117088490456,-0.019146187,-0.032219972,-0.016022047,2.4632448842106958,1138.229547677817,0.9183152104978282,0.6416937138751793,1.2476434454968923,2803.7381103748357,-13.557542310280331,3404.7610494752307
0.0,1571.0814323915802,-0.019146187,-0.032219972,-0.016022047,2.4459540154940345,1141.279637645133,0.9339804439950612,0.6525132061401219,1.268285293521634,2791.5175124996886,-13.738039731859988,3426.8394565538542
0.0,1598.408584767374,-0.019146187,-0.032219972,-0.016022047,2.6758312785949085,1127.0435899023162,0.893183786481784,0.6576566267778864,1.2776287655814949,3015.77849020051,-12.974567569366936,3611.7020716820216
0.0,1522.6323188313165,-0.019146187,-0.032219972,-0.016022047,2.239294987780168,1150.1360927155029,0.9918577571490276,0.6488270318151598,1.2431955763576084,2575.493987682892,-11.814925751192806,3207.7626810683364
0.0,1514.3854659146004,-0.019146187,-0.032219972,-0.016022047,2.479010676826527,1103.4889932031108,0.9019710865308009,0.6307353645879332,1.240768416274975,2735.5609959110666,-12.243058260712475,3288.0734567561617
0.0,1552.3512020607416,-0.019146187,-0.032219972,-0.016022047,2.594681812907351,1101.3830353594003,0.9476938727608908,0.6694987567933318,1.2392547920677053,2857.7385308917305,-11.211890379466881,3500.669000760357
0.0,1638.8239864675086,-0.019146187,-0.032219972,-0.016022047,2.617672043478529,1162.305078800067,0.8686142069813377,0.6339525142619852,1.238704262781267,3042.533510768044,-11.352488169222598,3627.806463711888
0.0,1510.5899980019294,-0.019146187,-0.032219972,-0.016022047,2.4166931177229216,1099.7905735490317,0.9828751139455659,0.6593229287879427,1.2297664743254666,2657.856310032489,-11.312101055364534,3307.148404558877
0.0,1590.169121202228,-0.019146187,-0.032219972,-0.016022047,2.517737061185335,1142.7979797910953,0.924290536358302,0.6475509114377588,1.2649022731000892,2877.26482716777,-13.392613552346287,3504.471313053505
0.0,1642.5644536703392,-0.019146187,-0.032219972,-0.016022047,2.3564608388393102,1203.2218923689193,0.9490371894255972,0.6613224088881635,1.2705655847519162,2835.3452698014858,-13.588746119105194,3538.3267140469206
0.0,1485.908213640685,-0.019146187,-0.032219972,-0.016022047,2.545984646416238,1088.2304269567553,0.958899989963604,0.6740019867668571,1.2421773195915577,2770.6179587948864,-12.100981856837402,3333.32717438672
0.0,1614.0778360402014,-0.019146187,-0.032219972,-0.016022047,2.3625363097976653,1186.663058226107,0.9626895842101482,0.6662143390401236,1.2308972857065328,2803.5345625547193,-12.144503244520926,3491.9488474837876
0.0,1502.4184414188685,-0.019146187,-0.032219972,-0.016022047,2.525191029439116,1081.6980636792728,0.9762004003231332,0.6683269667647439,1.2600965142353762,2731.4942469645607,-12.931821521450507,3361.578857777456
0.0,1533.3255328069683,-0.019146187,-0.032219972,-0.016022047,2.464894123144912,1104.1257553392709,0.9969092538464752,0.6736310563235552,1.2523223794581442,2721.553085548705,-12.309457034414072,3406.9896697925733
0.0,1606.040302012541,-0.019146187,-0.032219972,-0.016022047,2.488475422294416,1148.725269005554,0.9673899944456484,0.6731381292718079,1.2449281906989993,2858.5745988888625,-12.619423573510385,3566.690653555573
0.0,1608.0417068599054,-0.019146187,-0.032219972,-0.016022047,2.4688348563600107,1148.993891053602,0.9562584817128704,0.6588180839202836,1.2659882520175785,2836.676167977849,-12.211803149919493,3538.520975617273
0.0,1550.0505056358847,-0.019146187,-0.032219972,-0.016022047,2.3630054721870373,1137.7248612792564,0.9658304013460652,0.6569456064721833,1.239962001874606,2688.450073046121,-12.676279352447796,3347.6920342886906
0.0,1614.3545968003375,-0.019146187,-0.032219972,-0.016022047,2.3860358908237136,1181.0911408048896,0.9458781614663458,0.6631392348577584,1.2571084132023524,2818.1258522943913,-13.840825289829562,3497.235200248449
0.0,1541.465318645604,-0.019146187,-0.032219972,-0.016022047,2.446975472318733,1114.6120746172128,0.96891828022416,0.6605377295799096,1.2199577138723663,2727.428407738617,-12.158832227466998,3387.91152589518
0.0,1618.7025771785504,-0.019146187,-0.032219972,-0.016022047,2.4993275023411963,1172.1854166967585,0.9382356385881816,0.6661549636729871,1.2888159418495109,2929.675249793483,-14.963428002813474,3580.9975204037205
0.0,1675.3493048959112,-0.019146187,-0.032219972,-0.016022047,2.4355724120504423,1211.2370789061144,0.9172484901483752,0.6576282103819463,1.2580518577929551,2950.055613836297,-13.439745947875517,3642.1032893830493
0.0,1504.9943158741671,-0.019146187,-0.032219972,-0.016022047,2.5746666607334943,1090.198757635893,0.9179802931919876,0.659384283629545,1.3046841244345602,2806.898394858209,-17.123913892180447,3359.4746230768187
0.0,1568.8275423310938,-0.019146187,-0.032219972,-0.016022047,2.3096500936817224,1161.415407596545,0.9366748948770274,0.6383611073510657,1.2505715829600756,2682.4632049587563,-13.613692890416784,3322.401280472713
0.0,1596.011464795544,-0.019146187,-0.032219972,-0.016022047,2.4336300162343707,1156.302161813838,0.9991774533978404,0.6905394022869393,1.246237856022179,2814.0116488268486,-13.200340019672268,3541.527716806236
0.0,1518.563227947262,-0.019146187,-0.032219972,-0.016022047,2.7575863327347743,1070.4149734518153,0.8872997167705453,0.6499419920555146,1.2415715938213407,2951.761701145382,-11.33429793269982,3471.426863764269
0.0,1548.6384901854476,-0.019146187,-0.032219972,-0.016022047,2.583508561821865,1107.264134171447,0.935864326819674,0.6622162406536329,1.236034451242941,2860.626370830208,-13.21418852043267,3473.714083425641
0.0,1611.0025481866855,-0.019146187,-0.032219972,-0.016022047,2.4822056411876723,1169.2878194866776,0.9663961431472792,0.6799278453290922,1.2672944728909177,2902.4128217018642,-15.096692314660167,3580.769613467945
0.0,1577.8185232812993,-0.019146187,-0.032219972,-0.016022047,2.373093188510245,1150.7259904070308,0.9722007455137814,0.6546575898892033,1.238265563734514,2730.780009676631,-12.315578434759257,3415.9806618186003
0.0,1576.1226705486565,-0.019146187,-0.032219972,-0.016022047,2.447322475173135,1144.9243408776786,0.9702949680132869,0.6744931292339289,1.237325953437038,2801.9990718027293,-12.193402982821274,3477.4523844338105
0.0,1674.8732166333948,-0.019146187,-0.032219972,-0.016022047,2.5297131307743648,1198.7430199095447,0.8878213114137017,0.645368429830547,1.26832564219611,3032.475957889291,-15.765246930381632,3674.299338987724
0.0,1629.9617827031964,-0.019146187,-0.032219972,-0.016022047,2.2600518642385103,1219.1166481665248,0.979802119951638,0.6670352378942475,1.2460862996918936,2755.2668534129584,-13.969489548365505,3462.0898621589795
0.0,1479.5078723634915,-0.019146187,-0.032219972,-0.016022047,2.460790904162953,1087.051510753215,1.0095786480123936,0.6812220976938769,1.2751091763533862,2675.0064700181083,-16.213577214419296,3297.104476569949
0.0,1516.2307423137738,-0.019146187,-0.032219972,-0.016022047,2.6079078109462435,1084.73439877921,0.9332201146014256,0.6546445701642203,1.2513343718991308,2828.887311378379,-14.175900236700047,3408.412115749554
0.0,1536.9918458878433,-0.019146187,-0.032219972,-0.016022047,2.480117947444456,1105.0124398688008,0.9540827415787532,0.6577333932537729,1.24806143487175,2740.561184268,-13.162294291670289,3388.4721271560215
0.0,1513.7648707397275,-0.019146187,-0.032219972,-0.016022047,2.6192373261608277,1079.5995455432646,0.9291321007673472,0.6619660337550866,1.2587241389529398,2827.727426993184,-14.428201709429413,3413.421700209277
0.0,1556.4909545930582,-0.019146187,-0.032219972,-0.016022047,2.6153421928011023,1102.2501371787312,0.9072561437211574,0.6500669653614856,1.2626396297249423,2882.7612907843377,-14.720260541498904,3481.468504236833
0.0,1532.570356321402,-0.019146187,-0.032219972,-0.016022047,2.511909410829884,1107.9529584828972,0.9926739741529974,0.6862931917374523,1.271659605618315,2783.077463170001,-15.085872781989481,3445.0819229308613
0.0,1664.4041723004445,-0.019146187,-0.032219972,-0.016022047,2.5740351255491905,1194.6402506951615,0.8709639851133419,0.6471826679419826,1.2248150008301641,3075.0459676842365,-11.197259061183901,3672.9102514292094
0.0,1509.05148372212,-0.019146187,-0.032219972,-0.016022047,2.5072531225317403,1093.5157624601131,0.975289359840506,0.6803146714941216,1.2454407834867876,2741.7208099657955,-13.068710461917169,3375.102454786929
0.0,1606.6215290023208,-0.019146187,-0.032219972,-0.016022047,2.3553983245928776,1181.4107467661004,1.0073879565440271,0.6834698634448141,1.2608993889982658,2782.6928935888936,-13.27767769073424,3508.7488828992964
0.0,1579.4338258806476,-0.019146187,-0.032219972,-0.016022047,2.4707541821999706,1132.9799026383196,0.9316328283231068,0.6495355585952621,1.2547918972170464,2799.314832792144,-12.70677657540978,3455.892536490366
0.0,1622.9594980094541,-0.019146187,-0.032219972,-0.016022047,2.3771013209387637,1181.6309537921647,0.9334367696536184,0.6511410124908202,1.2519101466814375,2808.856501121485,-13.294190035193866,3492.8078672169786
0.0,1689.792625952531,-0.019146187,-0.032219972,-0.016022047,2.522228740478732,1208.2372579306627,0.8746635691981888,0.6415501691533093,1.247021789603538,3047.4507372699322,-12.594329524489279,3689.907566751032
