label,score 0,score 1,score 3,score 4,score 8,score 6,score 5,f18
0.0,1.0,1.0342462e-29,0.0,0.0,3.58787e-35,0.0,0.0,1511.2265812860874
0.0,1.0,8.625078e-31,0.0,0.0,2.9149529999999998e-39,0.0,0.0,1536.9918458878433
0.0,1.0,1.1659333e-31,0.0,0.0,8.758299999999998e-41,0.0,0.0,1516.2307423137738
0.0,1.0,6.798526e-38,0.0,0.0,1.4916111e-37,0.0,0.0,1479.5078723634915
0.0,1.0,3.1849418e-26,0.0,0.0,2.5443185e-26,0.0,0.0,1629.9617827031964
0.0,1.0,3.6320259999999997e-31,0.0,0.0,2.7999999999999995e-44,0.0,0.0,1532.570356321402
0.0,1.0,2.4511818999999997e-26,5.9e-44,0.0,8.8926e-41,0.0,0.0,1674.8732166333948
0.0,1.0,1.9435895e-28,0.0,0.0,1.938701e-37,0.0,0.0,1577.8185232812991
0.0,1.0,1.6368683999999998e-33,0.0,0.0,8.751027400000001e-36,0.0,0.0,1611.0025481866855
0.0,1.0,1.000639e-34,0.0,0.0,8.339999999999999e-42,0.0,0.0,1548.6384901854474
0.0,1.0,3.798858e-32,0.0,0.0,4.04034e-40,0.0,0.0,1518.563227947262
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1596.011464795544
0.0,1.0,2.2227720999999996e-31,0.0,0.0,0.0,0.0,0.0,1568.8275423310938
0.0,1.0,2.231848e-22,0.0,0.0,8.600344999999999e-37,0.0,0.0,1576.1226705486565
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1664.4041723004445
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1509.05148372212
0.0,1.0,1.3894644999999999e-30,0.0,0.0,0.0,0.0,0.0,1606.6215290023208
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1627.8462583267642
0.0,1.0,8.745089e-28,0.0,0.0,2.8222539999999998e-39,0.0,0.0,1485.9691055142969
0.0,1.0,4.0784218e-19,0.0,0.0,1.6740338e-22,0.0,0.0,1544.3018407683935
0.0,1.0,2.3475307e-28,0.0,0.0,4.4370714999999997e-29,0.0,2.0999999999999998e-44,1572.4254008807745
0.0,1.0,1.1659780999999998e-38,0.0,0.0,0.0,0.0,0.0,1544.9631121071716
0.0,1.0,1.295892e-26,0.0,0.0,0.0,0.0,0.0,1593.6142687923407
0.0,1.0,1.8273199999999997e-40,0.0,0.0,0.0,0.0,0.0,1568.3975041640585
0.0,1.0,1.6878580999999994e-30,0.0,0.0,6.2780217e-38,0.0,0.0,1566.9658888268498
0.0,1.0,2.4818286e-32,0.0,0.0,5.0998529999999995e-37,0.0,0.0,1534.1098239810376
0.0,1.0,1.6593415000000002e-36,0.0,0.0,0.0,0.0,0.0,1513.7648707397275
0.0,1.0,5.2674162999999995e-17,0.0,0.0,7.526e-42,0.0,0.0,1556.4909545930582
0.0,1.0,8.176733e-28,0.0,0.0,0.0,0.0,0.0,1534.697156280408
0.0,1.0,5.150995e-24,0.0,0.0,1e-45,0.0,0.0,1693.0230080298795
0.0,1.0,5.5204687e-28,0.0,0.0,1.3459347999999999e-37,0.0,0.0,1577.688430223263
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1539.3605115500875
0.0,1.0,1.3999999999999998e-44,0.0,0.0,0.0,0.0,0.0,1603.3170313643827
0.0,1.0,8.772074999999998e-38,0.0,0.0,0.0,0.0,0.0,1573.3197645963696
0.0,1.0,6.652650999999998e-38,0.0,0.0,4.486321999999999e-31,0.0,0.0,1504.092788282899
0.0,1.0,1.15904595e-32,0.0,0.0,1.4619589999999998e-35,0.0,0.0,1575.1354820734302
0.0,1.0,1.8706174e-26,0.0,0.0,4e-45,0.0,0.0,1682.0785602128628
0.0,1.0,1.3300918999999996e-37,0.0,0.0,0.0,0.0,0.0,1508.4025795308703
0.0,1.0,1.2963208e-28,0.0,0.0,0.0,0.0,0.0,1604.4073738881154
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1887.6690295762369
0.0,1.0,5.295128e-28,0.0,0.0,3.883012e-34,0.0,0.0,1687.375958218697
0.0,1.0,8.656201999999999e-29,0.0,0.0,3.2613140000000004e-35,0.0,0.0,1615.1518063705685
0.0,1.0,2.999999999999999e-45,0.0,0.0,2.5913e-41,0.0,0.0,1598.1052718839355
0.0,1.0,5.0368794e-23,0.0,0.0,1.54949e-40,0.0,0.0,1541.1283640067145
0.0,1.0,2.6339549999999998e-23,0.0,0.0,2.3254229999999998e-39,1.164e-42,0.0,1579.9248383394254
0.0,1.0,3.283090999999999e-38,0.0,0.0,0.0,0.0,0.0,1581.7662951511704
0.0,1.0,1.8278050999999998e-36,0.0,0.0,1.2999999999999998e-43,0.0,0.0,1654.028740279279
0.0,1.0,4.55e-43,0.0,0.0,1e-45,0.0,0.0,1596.501624591264
0.0,1.0,2.999999999999999e-45,0.0,0.0,0.0,0.0,0.0,1696.3944467381054
0.0,1.0,4.2395719999999996e-29,0.0,0.0,0.0,0.0,0.0,1514.1542054053991
0.0,1.0,4.7850163e-25,0.0,0.0,6.801533499999999e-31,0.0,0.0,1533.3899621613125
0.0,1.0,4.39e-42,0.0,0.0,0.0,0.0,0.0,1573.0035957743646
0.0,1.0,2.647514e-38,0.0,0.0,3.6000000000000004e-44,0.0,0.0,1611.9543820771137
0.0,1.0,1.0542976e-24,0.0,0.0,0.0,0.0,0.0,1570.1871845582932
0.0,1.0,1.1159503999999999e-31,1.8000000000000002e-44,0.0,1.8666645e-30,6.79219e-40,0.0,1562.204582301107
0.0,1.0,9.743236999999999e-22,0.0,0.0,0.0,0.0,0.0,1649.0110152143195
0.0,1.0,4.700754e-28,0.0,0.0,1.787908e-39,0.0,0.0,1556.5049971158137
0.0,1.0,5.0420352e-29,0.0,0.0,1.3000000000000002e-44,0.0,0.0,1592.7096244346674
0.0,1.0,1.7863977999999998e-28,0.0,0.0,2.7218e-40,0.0,0.0,1596.1772623922327
0.0,1.0,9.628588699999999e-29,0.0,0.0,8.3454656e-32,0.0,0.0,1689.7926259525311
0.0,1.0,7.907383e-26,0.0,0.0,1.3339262e-25,7.5283354e-28,0.0,1541.465318645604
0.0,1.0,3.130501e-23,0.0,0.0,7.243257499999998e-32,0.0,0.0,1614.0778360402014
0.0,1.0,8.190902e-14,0.0,0.0,4.0357839999999995e-34,0.0,0.0,1642.5644536703394
0.0,1.0,6.885e-28,0.0,0.0,0.0,0.0,0.0,1590.169121202228
0.0,1.0,1.0551621e-25,0.0,0.0,5.493999999999999e-42,0.0,0.0,1510.5899980019296
0.0,1.0,1.22698e-40,0.0,0.0,0.0,0.0,0.0,1638.8239864675086
0.0,1.0,2.1737873e-36,0.0,0.0,0.0,0.0,0.0,1552.3512020607416
0.0,1.0,1.7855335e-27,0.0,0.0,1.2134299999999999e-40,0.0,0.0,1514.3854659146004
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1605.192510308152
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1770.087088008239
0.0,1.0,2.4015463999999998e-32,0.0,0.0,1.04e-43,0.0,0.0,1699.0176039343494
0.0,1.0,9.384695999999998e-34,0.0,0.0,5.386024999999999e-37,0.0,0.0,1561.9626374273266
0.0,1.0,5.0562629999999995e-39,0.0,0.0,0.0,0.0,0.0,1565.5234890032896
0.0,1.0,9.36161e-39,0.0,0.0,0.0,0.0,0.0,1540.6708470648566
0.0,1.0,8.019443e-34,0.0,0.0,1.6781509999999998e-30,0.0,0.0,1500.8399947389298
0.0,1.0,7.756037e-26,0.0,0.0,3.059113e-39,0.0,0.0,1470.127618559952
0.0,1.0,7.599999999999998e-44,0.0,0.0,3.1045899999999997e-40,0.0,0.0,1507.702690007387
0.0,1.0,7.1743587e-28,0.0,0.0,4e-45,0.0,0.0,1520.7684900829113
0.0,1.0,1.4991081e-35,0.0,0.0,3.6596671999999993e-35,0.0,0.0,1548.3864629334535
0.0,1.0,3.8416569999999996e-33,0.0,0.0,1.2595e-41,0.0,0.0,1545.069239752916
0.0,1.0,2.3439885e-27,0.0,0.0,1.3985196999999996e-31,0.0,0.0,1574.3601890232555
0.0,1.0,7e-44,0.0,0.0,2.5e-44,0.0,0.0,1560.3261310998505
0.0,1.0,3.172864e-26,1e-45,0.0,8.720703999999996e-28,7.093499999999998e-41,0.0,1598.7105941027778
0.0,1.0,4.821317e-31,0.0,0.0,2.6063e-41,0.0,0.0,1583.1958614914465
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1582.7172620988986
0.0,1.0,1.1245229999999999e-38,0.0,0.0,0.0,0.0,0.0,1502.4184414188685
0.0,1.0,2.9615692e-24,0.0,0.0,1.379286e-33,0.0,1e-45,1533.3255328069683
0.0,1.0,1.2068273999999998e-32,0.0,0.0,1.6195999999999998e-41,0.0,0.0,1606.040302012541
0.0,1.0,5.254839e-37,0.0,0.0,1.7199999999999999e-43,0.0,0.0,1608.0417068599054
0.0,1.0,4e-45,0.0,0.0,0.0,0.0,0.0,1622.9594980094541
0.0,1.0,1.22751666e-32,0.0,0.0,5.91e-43,4e-45,0.0,1579.4338258806476
0.0,1.0,4.6014759999999994e-33,0.0,0.0,8.4152955e-37,0.0,0.0,1504.9943158741671
0.0,1.0,4.5e-44,0.0,0.0,0.0,0.0,0.0,1675.3493048959112
0.0,1.0,2.1051095e-34,0.0,0.0,7.579650999999999e-37,0.0,0.0,1618.7025771785504
0.0,1.0,1.5648995e-32,0.0,0.0,0.0,0.0,0.0,1571.0814323915802
0.0,1.0,5.563392699999999e-25,0.0,0.0,2.412392e-38,0.0,0.0,1507.4746000445552
0.0,1.0,3.1126846e-17,4.899999999999998e-44,0.0,1.2646834e-29,5.0560079999999995e-33,0.0,1504.5531879474365
0.0,1.0,5.50104e-40,0.0,0.0,0.0,0.0,0.0,1605.4082055984907
0.0,1.0,8.204578e-19,0.0,0.0,4.649999999999999e-43,0.0,0.0,1495.8423506262839
0.0,1.0,0.0,0.0,0.0,2.44e-43,0.0,0.0,1638.313004082554
0.0,1.0,1.9772671999999998e-25,0.0,0.0,3.135e-42,0.0,0.0,1524.6004489981774
0.0,1.0,4.8601e-41,0.0,0.0,1.1332129999999999e-38,0.0,0.0,1627.2011552963775
0.0,1.0,9.365334e-22,0.0,0.0,1.3773498e-35,0.0,2.999999999999999e-45,1564.117088490456
0.0,1.0,4e-45,0.0,0.0,3.2e-44,0.0,0.0,1594.0301611080038
0.0,1.0,7.946462999999997e-38,0.0,0.0,1.9788613e-38,0.0,0.0,1714.8094580729166
