label,score 0,score 1
0.0,1.0,1.0342462e-29
0.0,1.0,8.625078e-31
0.0,1.0,1.1659333e-31
0.0,1.0,6.798526e-38
0.0,1.0,3.1849418e-26
0.0,1.0,3.6320259999999997e-31
0.0,1.0,2.4511818999999997e-26
0.0,1.0,1.9435895e-28
0.0,1.0,1.6368683999999998e-33
0.0,1.0,1.000639e-34
0.0,1.0,3.798858e-32
0.0,1.0,0.0
0.0,1.0,2.2227720999999996e-31
0.0,1.0,2.231848e-22
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,1.3894644999999999e-30
0.0,1.0,0.0
0.0,1.0,8.745089e-28
0.0,1.0,4.0784218e-19
0.0,1.0,2.3475307e-28
0.0,1.0,1.1659780999999998e-38
0.0,1.0,1.295892e-26
0.0,1.0,1.8273199999999997e-40
0.0,1.0,1.6878580999999994e-30
0.0,1.0,2.4818286e-32
0.0,1.0,1.6593415000000002e-36
0.0,1.0,5.2674162999999995e-17
0.0,1.0,8.176733e-28
0.0,1.0,5.150995e-24
0.0,1.0,5.5204687e-28
0.0,1.0,0.0
0.0,1.0,1.3999999999999998e-44
0.0,1.0,8.772074999999998e-38
0.0,1.0,6.652650999999998e-38
0.0,1.0,1.15904595e-32
0.0,1.0,1.8706174e-26
0.0,1.0,1.3300918999999996e-37
0.0,1.0,1.2963208e-28
0.0,1.0,0.0
0.0,1.0,5.295128e-28
0.0,1.0,8.656201999999999e-29
0.0,1.0,2.999999999999999e-45
0.0,1.0,5.0368794e-23
0.0,1.0,2.6339549999999998e-23
0.0,1.0,3.283090999999999e-38
0.0,1.0,1.8278050999999998e-36
0.0,1.0,4.55e-43
0.0,1.0,2.999999999999999e-45
0.0,1.0,4.2395719999999996e-29
0.0,1.0,4.7850163e-25
0.0,1.0,4.39e-42
0.0,1.0,2.647514e-38
0.0,1.0,1.0542976e-24
0.0,1.0,1.1159503999999999e-31
0.0,1.0,9.743236999999999e-22
0.0,1.0,4.700754e-28
0.0,1.0,5.0420352e-29
