label,score 0,score 1,score 3,score 4,score 8,score 6,score 5,f18,f16,f21,score 7,f22,score 2,f23,score 9,f9,f17,f5,f24,f8,f19,f10,f20,f7,f14,f6,f2,f15,f4,f12
0.0,1.0,1.0342462e-29,0.0,0.0,3.58787e-35,0.0,0.0,1511.2265812860874,1104.153781695119,2.543227600985499,0.0,0.6497059414102676,0.0,0.9222209769040558,0.0,1.2584270908457451,2808.1143733395447,-14.654281457597575,52.99164437285886,6.205815296136231,3347.7336985306047,5.251966121860793,0.00029870954205196264,4.173436951624372,6.978307400841709,16.296208170834525,0.7493010720154647,69.64613919740756,4.650024054124846,14.813327958223624
0.0,1.0,8.625078e-31,0.0,0.0,2.9149529999999998e-39,0.0,0.0,1536.9918458878433,1105.0124398688008,2.480117947444456,0.0,0.6577333932537729,0.0,0.9540827415787532,0.0,1.24806143487175,2740.561184268,-13.162294291670287,52.350369475945435,4.386909224830531,3388.472127156021,3.741397105477901,0.0002951182605238987,2.9977667772919885,6.365708272000897,13.618810627902773,0.6552835206300911,58.541312542699394,2.8746693215315746,13.16171370067195
0.0,1.0,1.1659333e-31,0.0,0.0,8.758299999999998e-41,0.0,0.0,1516.2307423137738,1084.7343987792099,2.6079078109462435,0.0,0.6546445701642203,0.0,0.9332201146014256,0.0,1.2513343718991308,2828.887311378379,-14.175900236700047,53.18728524166635,4.561144586229722,3408.412115749554,3.856378296887054,0.00029339175136105486,3.081812809980028,6.753915279787187,13.649173081447856,0.7232354031588857,64.75967272963457,3.298781243687821,14.260988822060945
0.0,1.0,6.798526e-38,0.0,0.0,1.4916111e-37,0.0,0.0,1479.5078723634915,1087.051510753215,2.460790904162953,0.0,0.6812220976938769,0.0,1.0095786480123936,0.0,1.2751091763533862,2675.0064700181083,-16.213577214419296,51.72046471193109,6.988238155665162,3297.104476569949,5.847018762371548,0.00030329642481948953,4.5855044186044625,6.344975368304117,19.389628069144546,0.7038958472461496,55.98096320612426,4.9189918173398,14.208131856764606
0.0,1.0,3.1849418e-26,0.0,0.0,2.5443185e-26,0.0,0.0,1629.9617827031964,1219.1166481665248,2.2600518642385103,0.0,0.6670352378942475,2.999999999999999e-45,0.979802119951638,0.0,1.2460862996918936,2755.2668534129584,-13.969489548365505,52.49063586405635,5.612376263884298,3462.0898621589795,4.766546812240129,0.00028884287809224983,3.8252140428947032,6.876387855178381,13.630790763538961,0.6482446603410132,69.14153085876903,3.6381929448876416,12.971039376425296
0.0,1.0,3.6320259999999997e-31,0.0,0.0,2.7999999999999995e-44,0.0,0.0,1532.570356321402,1107.9529584828972,2.5119094108298845,0.0,0.6862931917374523,0.0,0.9926739741529974,0.0,1.271659605618315,2783.077463170001,-15.085872781989481,52.754880941672134,6.018283635869747,3445.0819229308613,5.067161739250687,0.00029026885931039416,3.984684043484181,6.564392501053819,17.766627896584424,0.6848621249208827,63.33036784273831,4.121694519238331,13.816333051569929
0.0,1.0,2.4511818999999997e-26,5.9e-44,0.0,8.8926e-41,0.0,0.0,1674.8732166333948,1198.7430199095447,2.5297131307743648,0.0,0.645368429830547,0.0,0.8878213114137017,0.0,1.26832564219611,3032.475957889291,-15.765246930381632,55.06792131440311,4.541292250565163,3674.299338987724,3.808401561553313,0.0002721607326297758,3.0027001227847547,6.380623280300237,15.57071246076778,0.6248647946522037,58.923458815094996,2.837693649605044,13.442196316357686
0.0,1.0,1.9435895e-28,0.0,0.0,1.938701e-37,0.0,0.0,1577.8185232812991,1150.7259904070308,2.373093188510245,0.0,0.6546575898892033,0.0,0.9722007455137814,0.0,1.2382655637345141,2730.780009676631,-12.315578434759257,52.25686567023161,4.146556772147099,3415.9806618186003,3.5396716798439107,0.0002927417040667964,2.8585723317448415,8.081851476335753,12.05458287412158,0.6793668884973592,95.31457803007187,2.8170333722712275,12.798244534099258
0.0,1.0,1.6368683999999998e-33,0.0,0.0,8.751027400000001e-36,0.0,0.0,1611.0025481866855,1169.2878194866776,2.4822056411876723,0.0,0.6799278453290922,0.0,0.9663961431472792,0.0,1.2672944728909177,2902.4128217018642,-15.096692314660167,53.87404590061772,5.294106641903518,3580.769613467945,4.435252489089591,0.00027926957273062547,3.4997805040307766,6.811950791498668,16.470745805511644,0.6708854319035927,66.10625069242543,3.5517390209971214,13.718806408654661
0.0,1.0,1.000639e-34,0.0,0.0,8.339999999999999e-42,0.0,0.0,1548.6384901854474,1107.264134171447,2.583508561821865,0.0,0.6622162406536329,0.0,0.935864326819674,0.0,1.2360344512429409,2860.626370830208,-13.21418852043267,53.48482374309752,5.099192154055119,3473.714083425641,4.370764506161647,0.0002878763122075491,3.5361186751440945,7.567154175141335,12.365427484277484,0.7342062700829288,85.91439930223923,3.7438588518649447,13.961530404822426
0.0,1.0,3.798858e-32,0.0,0.0,4.04034e-40,0.0,0.0,1518.563227947262,1070.4149734518153,2.7575863327347743,0.0,0.6499419920555146,0.0,0.8872997167705453,0.0,1.2415715938213407,2951.761701145382,-11.33429793269982,54.3301178090512,4.90577223839467,3471.426863764269,4.203656183960069,0.00028806598532674896,3.3857541561674656,6.054384392766927,13.007858498907382,0.7654694029519933,50.75389451052428,3.755218546342432,15.019050573121635
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1596.011464795544,1156.302161813838,2.4336300162343707,0.0,0.6905394022869393,0.0,0.9991774533978404,0.0,1.246237856022179,2814.0116488268486,-13.200340019672268,53.04725863630324,5.115541145446346,3541.527716806236,4.351877938194071,0.00028236401913629634,3.492012313030412,6.891574534169876,13.732518756062564,0.6783721797078888,66.6534769621605,3.470240797221828,13.086340101607888
0.0,1.0,2.2227720999999996e-31,0.0,0.0,0.0,0.0,0.0,1568.8275423310938,1161.415407596545,2.3096500936817224,0.0,0.6383611073510657,0.0,0.9366748948770274,0.0,1.2505715829600756,2682.4632049587563,-13.613692890416784,51.79250143562054,4.758777405580187,3322.401280472713,4.049309435447338,0.0003009871221388765,3.237966934977613,6.1275102967120105,13.794822677779784,0.6232217403933554,57.75977434711067,2.96577353685026,12.937855254987154
0.0,1.0,2.231848e-22,0.0,0.0,8.600344999999999e-37,0.0,0.0,1576.1226705486565,1144.9243408776786,2.447322475173135,0.0,0.6744931292339289,0.0,0.9702949680132869,0.0,1.237325953437038,2801.999071802729,-12.193402982821276,52.93391230395435,3.893443267397224,3477.4523844338105,3.3225034372331184,0.0002875668418858358,2.6852289229074087,7.9378939596891,11.79751669462397,0.7008772333469333,95.28451503342691,2.7288257454466107,13.38298079819985
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1664.4041723004445,1194.6402506951615,2.5740351255491905,0.0,0.6471826679419826,0.0,0.8709639851133419,0.0,1.224815000830164,3075.0459676842365,-11.197259061183901,55.45309700714863,4.209020364558191,3672.9102514292094,3.6371174473221615,0.0002722636632928556,2.9695239239044025,6.378795548530539,10.773131524137378,0.7031017401120688,59.49931666512543,2.9593695424879987,14.080972730167732
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1509.05148372212,1093.5157624601131,2.5072531225317403,0.0,0.6803146714941216,0.0,0.975289359840506,0.0,1.2454407834867876,2741.7208099657955,-13.068710461917169,52.361443925524036,4.424340300748553,3375.102454786929,3.7482926516201713,0.00029628730191040385,3.0096112969147324,8.690597462482598,13.07535135354357,0.7600729054999394,109.74489379543785,3.362821187310429,13.901642924459386
0.0,1.0,1.3894644999999999e-30,0.0,0.0,0.0,0.0,0.0,1606.6215290023208,1181.4107467661004,2.3553983245928776,0.0,0.6834698634448141,0.0,1.0073879565440271,0.0,1.2608993889982658,2782.6928935888936,-13.27767769073424,52.75123594370936,4.442790152636738,3508.7488828992964,3.7660860334415664,0.00028500187199880064,2.9868251712244622,6.912265852228807,14.650693886386506,0.6552953177505357,68.58728697816163,2.9113395847710435,13.063468063039643
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1627.8462583267642,1170.88180803651,2.5825492079051204,0.0,0.646935442024613,0.0,0.8799362290317484,0.0,1.232336746546734,3023.8598858952037,-12.247298142098238,54.989634349531755,4.2636711070313265,3603.3960904237438,3.64523159902608,0.0002775159807320556,2.9579833671606264,7.414255833248662,11.402104146584312,0.7714420670769304,77.18286956514753,3.2891752521444304,14.299149435215421
0.0,1.0,8.745089e-28,0.0,0.0,2.8222539999999998e-39,0.0,0.0,1485.9691055142969,1074.8433505810665,2.5129456486723134,0.0,0.6441928705309433,0.0,0.9315338219850936,0.0,1.243816461594197,2701.022920847061,-13.45578506114175,51.97136635539864,5.279452179362366,3273.6255110753527,4.512376147309569,0.00030547171526394614,3.6278472641583037,6.4865891156783295,13.529457198575873,0.7079247487291536,62.05133963617795,3.737454857502685,13.859069649274607
0.0,1.0,4.0784218e-19,0.0,0.0,1.6740338e-22,0.0,0.0,1544.3018407683935,1150.1347172906944,2.2670130174208536,0.0,0.6612014637055692,0.0,0.9932531632664476,0.0,1.2408505623720023,2607.3703758856573,-13.081638555990677,51.06241647127228,4.744675256811793,3287.466820220713,4.041316331035258,0.00030418557956209645,3.256892049361612,6.8363238035265494,12.5827194607433,0.6419456130334146,71.1161635725177,3.04582346637852,12.80227315043717
0.0,1.0,2.3475307e-28,0.0,0.0,4.4370714999999997e-29,0.0,2.0999999999999998e-44,1572.4254008807745,1158.9324186619278,2.3315502435026887,0.0,0.6630274518104771,0.0,0.980141597024675,0.0,1.2590024187855002,2702.1091629343773,-14.243820147643811,51.981815694859854,5.3924364013726445,3387.218095198108,4.561475426313327,0.0002952275206068516,3.623087103131672,6.16909557408782,15.35552474690579,0.6046167325560543,58.06102926618758,3.2603572775142564,12.929717453834504
