label,score 4,score 9
0.0,0.0,6.42698e-10
0.0,4.738999999999999e-42,2.2769705e-06
0.0,0.0,2.4857896e-09
0.0,0.0,1.0620706e-06
0.0,0.0,0.00230927
0.0,8.300000000000001e-44,4.255391e-07
0.0,0.0,1.00717325e-05
0.0,0.0,7.853614e-08
0.0,0.0,6.45688e-08
0.0,0.0,7.683612000000002e-14
0.0,0.0,1.842853e-11
0.0,0.0,3.0850845e-08
0.0,0.0,7.480461e-08
0.0,0.0,6.3599264e-09
0.0,0.0,6.927968e-10
0.0,0.0,2.872301e-10
0.0,0.0,1.4412959e-09
0.0,2.269447e-38,1.6290735e-06
0.0,0.0,2.8622835e-09
0.0,0.0,1.17734686e-07
0.0,0.0,7.328004e-11
0.0,0.0,9.903991e-08
0.0,0.0,7.923231e-12
0.0,0.0,2.3805335e-08
0.0,0.0,1.493643e-08
0.0,0.0,7.992655400000002e-07
0.0,0.0,5.0774865e-06
0.0,0.0,4.4128026e-12
0.0,1.7699999999999996e-43,1.6664083e-08
0.0,0.0,1.3955025e-05
0.0,3.5059982e-33,1.441255e-07
0.0,0.0,5.810625e-10
0.0,0.0,1.4031899e-09
0.0,0.0,3.614137e-11
0.0,0.0,1.4495224e-09
0.0,0.0,5.361859499999998e-13
0.0,0.0,4.402572199999999e-07
0.0,0.0,2.1719406e-12
0.0,0.0,2.488676e-07
0.0,0.0,1.5427945e-08
0.0,0.0,6.9604615e-09
0.0,0.0,4.097231e-10
0.0,0.0,3.0645767e-11
0.0,0.0,3.2064292999999996e-10
0.0,0.0,3.888266e-08
0.0,0.0,2.7212924e-10
0.0,0.0,2.158988e-12
0.0,0.0,2.4878826e-08
0.0,0.0,2.1593949e-09
0.0,0.0,1.6517643e-12
0.0,0.0,1.0310894e-09
0.0,0.0,4.7861184e-11
0.0,0.0,2.1186047e-06
0.0,0.0,3.3138756e-11
0.0,0.0,9.137112e-09
0.0,0.0,7.7233725e-10
0.0,0.0,6.2418409999999995e-09
0.0,0.0,3.9905037999999997e-10
0.0,0.0,3.76053e-08
0.0,0.0,2.5987712000000003e-10
0.0,0.0,8.605418599999999e-10
0.0,0.0,5.236721e-10
0.0,1.4199999999999993e-43,1.2723642e-12
0.0,0.0,1.1211130000000002e-09
0.0,2.7999999999999995e-44,5.192586e-07
0.0,0.0,3.58712e-11
0.0,0.0,4.5169086e-06
0.0,0.0,1.225141e-12
0.0,2.6735993e-35,0.00016485876
0.0,1.7366765e-26,1.988271e-07
0.0,0.0,6.8914283e-06
0.0,0.0,3.0458286e-12
0.0,0.0,1.6595552e-08
0.0,0.0,2.9881748e-13
0.0,0.0,8.2219e-09
0.0,0.0,9.0063935e-08
0.0,0.0,9.4766244e-07
0.0,0.0,1.5207403e-11
0.0,0.0,2.8446140999999998e-11
0.0,0.0,1.6734718e-07
0.0,2.353431e-28,0.06501985
0.0,0.0,1.0644275e-11
0.0,3.392999999999999e-41,3.263378e-10
0.0,7.929933e-39,3.0291403e-06
0.0,0.0,1.1548556e-13
0.0,0.0,2.6320862e-07
0.0,0.0,1.9193282e-12
0.0,0.0,1.527437e-12
0.0,0.0,7.243974e-10
0.0,4.3543059999999996e-24,5.585301e-05
0.0,0.0,1.9976003e-06
0.0,0.0,1.3818136e-07
0.0,0.0,3.8262024e-12
0.0,0.0,1.4558708e-12
0.0,0.0,7.830146000000001e-08
0.0,0.0,1.2717292e-11
0.0,4e-45,1.40692915e-08
0.0,0.0,1.5647416000000004e-06
0.0,0.0,2.5090254e-09
0.0,0.0,3.1536747e-09
0.0,0.0,2.7811252000000003e-06
0.0,0.0,3.2988655000000003e-07
0.0,0.0,3.866273e-07
0.0,0.0,8.304073000000001e-09
0.0,0.0,4.0178475e-05
0.0,0.0,1.7633335e-10
0.0,5.999999999999998e-45,7.658594e-06
0.0,0.0,1.3342257e-07
0.0,0.0,3.2460253e-11
0.0,0.0,3.6776515e-12
0.0,0.0,1.7050327000000002e-08
0.0,0.0,6.1262524e-09
0.0,0.0,2.9166431e-05
0.0,0.0,0.00012999661
0.0,0.0,6.6195895e-08
0.0,0.0,7.5227076e-06
0.0,0.0,1.3286354e-06
0.0,0.0,1.2366014e-10
1.0,5.91347e-11,1.6791448e-05
1.0,7.561453999999998e-16,5.7718154e-07
1.0,4.1635706e-17,2.0527393e-07
1.0,7.276970700000002e-10,7.805309e-06
1.0,8.560610999999997e-21,0.00029061004
1.0,9.829866e-11,0.0009734075
1.0,7.650822e-15,5.7294783e-06
1.0,7.531169399999998e-11,3.8827715e-05
1.0,2.1242994e-12,7.0386675e-05
1.0,3.9397638e-19,9.911203e-07
1.0,6.9680313e-16,0.0019331365
1.0,1.2759118e-16,1.3612768e-05
1.0,1.7986249e-09,0.0041825273
1.0,1.6286237000000001e-13,3.8803202e-05
1.0,7.532723e-15,9.0360555e-07
1.0,1.0509628e-09,0.0029843797
1.0,1.4328297e-11,2.4593464e-05
1.0,2.756153e-13,2.7305498e-06
1.0,5.0702016e-20,0.00025485278
1.0,1.0795228999999999e-12,5.871323e-06
1.0,1.6006327e-16,0.0012507029
1.0,3.6020584e-14,3.279886e-07
1.0,4.2860492e-17,0.0019569776
1.0,2.2140342000000002e-14,0.0006919466499999999
1.0,1.8989161e-12,6.776396e-05
1.0,3.1720702e-11,6.509284e-06
1.0,1.7605179999999995e-22,0.0003965246
1.0,2.6824582e-17,0.000103141596
1.0,6.613307e-20,0.00011634866000000002
1.0,1.5201174e-12,0.028635304
1.0,5.215605e-15,0.0002630985
1.0,2.0498557e-18,7.942584e-05
1.0,7.5055325e-17,0.0015023861
1.0,3.6234424e-13,4.6241283e-07
1.0,5.2289685999999995e-20,5.5779896e-05
1.0,5.3890060000000006e-14,0.0043759393
1.0,4.1109182e-14,4.073165e-05
1.0,6.0381552000000015e-12,0.00010840613
1.0,3.926626e-16,0.00011711944
1.0,3.3051842e-14,5.62572e-06
1.0,2.3506237e-20,0.000445306
1.0,2.6459680000000004e-20,0.00032217187
1.0,1.7799493e-16,2.1220148e-05
1.0,1.2456458e-21,1.4094725e-07
1.0,1.6774450000000002e-15,0.018279547
1.0,5.1558669999999997e-14,6.525480400000001e-05
1.0,2.8063967e-16,6.895795699999999e-07
1.0,7.228787599999999e-05,0.0034435727
1.0,1.1198962e-14,9.832985e-06
1.0,2.313573e-13,3.0543874e-06
1.0,9.258186e-13,4.4780943e-05
1.0,1.4736878999999999e-16,9.12753e-07
1.0,2.9933283999999997e-10,1.3126232999999998e-07
1.0,3.042731e-14,3.7823522e-06
1.0,7.357907e-15,7.688175e-06
1.0,3.2781109e-15,7.834573e-05
1.0,1.6249935e-13,0.00070217584
1.0,8.0926036e-25,3.8360677000000006e-06
1.0,1.2681360000000003e-16,0.00018185428
1.0,1.4133658e-18,0.000101644684
1.0,4.0720305e-17,5.6861177e-06
1.0,7.095817e-20,0.0032168257
1.0,2.550659e-16,3.6936078e-06
1.0,4.0061235999999996e-19,1.0309054e-06
1.0,5.5981135e-18,1.1959389e-05
1.0,1.5203313e-14,0.0001781424
1.0,1.3202246e-15,0.00016212313
1.0,1.3175562e-10,3.3574128e-05
1.0,2.0690636e-17,0.0009531298
1.0,3.2768376e-17,0.0008641595500000001
1.0,1.735275e-08,4.382896e-05
1.0,8.664056e-13,0.00015685575
1.0,4.4656245e-17,1.0894608e-05
1.0,5.3267636e-15,7.529135e-05
1.0,1.4244392e-10,1.0954734e-05
1.0,1.1343731e-18,0.002052183
1.0,6.870214e-08,0.0008142725599999999
1.0,2.714154e-14,0.010786962
1.0,1.2082806e-20,1.467473e-07
1.0,4.3627920000000003e-13,3.757793e-07
1.0,8.12683e-15,0.0012134713
1.0,9.193984399999999e-15,2.3339493000000007e-05
1.0,3.2451064999999997e-13,0.00011034853
1.0,9.959916e-10,0.018144825
1.0,2.4756775e-13,2.3647835e-05
1.0,1.0815802e-10,0.00016688096
1.0,2.8255370000000007e-15,9.2384485e-05
1.0,1.7944405e-19,6.47779e-07
1.0,5.6658453000000004e-15,7.465172499999999e-05
1.0,1.0304427499999999e-13,0.00014185149
1.0,7.939036999999997e-15,0.00045217475
1.0,1.0793854e-07,0.00020667615
1.0,2.3279255e-11,5.048309e-05
1.0,2.0334317000000002e-13,7.067313e-05
1.0,1.1362707000000002e-16,0.00088944746
1.0,2.2952004e-18,4.4687404e-05
1.0,3.1737659999999994e-09,5.9654207e-07
1.0,1.7888188e-15,0.0007951217999999999
1.0,2.8690164e-18,0.0011667636
1.0,4.0434717e-14,6.283954000000001e-05
1.0,1.9065183e-20,6.6615336e-05
1.0,7.400555e-19,0.00020309645
1.0,2.7071709000000004e-15,1.4581467e-05
1.0,2.7487659000000003e-14,0.0041137105
1.0,5.9936767e-18,0.007849373
1.0,1.4391074e-23,0.00022006706
1.0,2.1757231000000005e-13,0.00020968966
1.0,4.063308e-22,2.7440177e-05
1.0,2.7604117e-18,6.5172304e-07
1.0,3.3531083e-21,6.9400903e-07
1.0,5.6271950000000005e-14,0.042564355
1.0,1.3299054e-18,3.0973342e-07
1.0,7.766748e-15,0.002526461
1.0,7.334936e-14,5.9926624e-06
1.0,8.634205e-20,0.0006951263
1.0,1.0212122e-10,0.0007655989599999999
1.0,3.7184275000000005e-12,4.7291018e-05
1.0,5.5087463e-19,2.3347431e-05
2.0,2.7486887999999998e-17,1.01764975e-07
2.0,9.031881e-18,2.7830802e-05
2.0,5.247973e-18,1.6600351000000002e-11
2.0,4.8804577e-21,0.05773544
2.0,2.4515041e-17,4.1239703e-10
2.0,5.8466164e-21,3.4201106e-10
2.0,1.065727e-15,3.5446764e-08
2.0,6.28861e-21,1.1516886e-08
2.0,3.6573155e-14,2.4277338000000003e-07
2.0,3.3466689000000002e-15,2.5027444e-05
