label,f18,f21,f16,f23,f22,f9,f17,f5,f19,f24,f8,f10
0.0,1511.2265812860874,2.543227600985499,1104.153781695119,0.9222209769040558,0.6497059414102676,1.2584270908457451,2808.1143733395447,-14.654281457597575,3347.7336985306047,52.99164437285886,6.205815296136231,5.251966121860793
0.0,1536.9918458878433,2.480117947444456,1105.0124398688008,0.9540827415787532,0.6577333932537729,1.24806143487175,2740.561184268,-13.162294291670287,3388.472127156021,52.350369475945435,4.386909224830531,3.741397105477901
0.0,1516.2307423137738,2.6079078109462435,1084.7343987792099,0.9332201146014256,0.6546445701642203,1.2513343718991308,2828.887311378379,-14.175900236700047,3408.412115749554,53.18728524166635,4.561144586229722,3.856378296887054
0.0,1479.5078723634915,2.460790904162953,1087.051510753215,1.0095786480123936,0.6812220976938769,1.2751091763533862,2675.0064700181083,-16.213577214419296,3297.104476569949,51.72046471193109,6.988238155665162,5.847018762371548
0.0,1629.9617827031964,2.2600518642385103,1219.1166481665248,0.979802119951638,0.6670352378942475,1.2460862996918936,2755.2668534129584,-13.969489548365505,3462.0898621589795,52.49063586405635,5.612376263884298,4.766546812240129
0.0,1532.570356321402,2.5119094108298845,1107.9529584828972,0.9926739741529974,0.6862931917374523,1.271659605618315,2783.077463170001,-15.085872781989481,3445.0819229308613,52.754880941672134,6.018283635869747,5.067161739250687
0.0,1674.8732166333948,2.5297131307743648,1198.7430199095447,0.8878213114137017,0.645368429830547,1.26832564219611,3032.475957889291,-15.765246930381632,3674.299338987724,55.06792131440311,4.541292250565163,3.808401561553313
0.0,1577.8185232812991,2.373093188510245,1150.7259904070308,0.9722007455137814,0.6546575898892033,1.2382655637345141,2730.780009676631,-12.315578434759257,3415.9806618186003,52.25686567023161,4.146556772147099,3.5396716798439107
0.0,1611.0025481866855,2.4822056411876723,1169.2878194866776,0.9663961431472792,0.6799278453290922,1.2672944728909177,2902.4128217018642,-15.096692314660167,3580.769613467945,53.87404590061772,5.294106641903518,4.435252489089591
0.0,1548.6384901854474,2.583508561821865,1107.264134171447,0.935864326819674,0.6622162406536329,1.2360344512429409,2860.626370830208,-13.21418852043267,3473.714083425641,53.48482374309752,5.099192154055119,4.370764506161647
0.0,1518.563227947262,2.7575863327347743,1070.4149734518153,0.8872997167705453,0.6499419920555146,1.2415715938213407,2951.761701145382,-11.33429793269982,3471.426863764269,54.3301178090512,4.90577223839467,4.203656183960069
0.0,1596.011464795544,2.4336300162343707,1156.302161813838,0.9991774533978404,0.6905394022869393,1.246237856022179,2814.0116488268486,-13.200340019672268,3541.527716806236,53.04725863630324,5.115541145446346,4.351877938194071
0.0,1568.8275423310938,2.3096500936817224,1161.415407596545,0.9366748948770274,0.6383611073510657,1.2505715829600756,2682.4632049587563,-13.613692890416784,3322.401280472713,51.79250143562054,4.758777405580187,4.049309435447338
0.0,1576.1226705486565,2.447322475173135,1144.9243408776786,0.9702949680132869,0.6744931292339289,1.237325953437038,2801.999071802729,-12.193402982821276,3477.4523844338105,52.93391230395435,3.893443267397224,3.3225034372331184
0.0,1664.4041723004445,2.5740351255491905,1194.6402506951615,0.8709639851133419,0.6471826679419826,1.224815000830164,3075.0459676842365,-11.197259061183901,3672.9102514292094,55.45309700714863,4.209020364558191,3.6371174473221615
0.0,1509.05148372212,2.5072531225317403,1093.5157624601131,0.975289359840506,0.6803146714941216,1.2454407834867876,2741.7208099657955,-13.068710461917169,3375.102454786929,52.361443925524036,4.424340300748553,3.7482926516201713
0.0,1606.6215290023208,2.3553983245928776,1181.4107467661004,1.0073879565440271,0.6834698634448141,1.2608993889982658,2782.6928935888936,-13.27767769073424,3508.7488828992964,52.75123594370936,4.442790152636738,3.7660860334415664
0.0,1627.8462583267642,2.5825492079051204,1170.88180803651,0.8799362290317484,0.646935442024613,1.232336746546734,3023.8598858952037,-12.247298142098238,3603.3960904237438,54.989634349531755,4.2636711070313265,3.64523159902608
0.0,1485.9691055142969,2.5129456486723134,1074.8433505810665,0.9315338219850936,0.6441928705309433,1.243816461594197,2701.022920847061,-13.45578506114175,3273.6255110753527,51.97136635539864,5.279452179362366,4.512376147309569
0.0,1544.3018407683935,2.2670130174208536,1150.1347172906944,0.9932531632664476,0.6612014637055692,1.2408505623720023,2607.3703758856573,-13.081638555990677,3287.466820220713,51.06241647127228,4.744675256811793,4.041316331035258
0.0,1572.4254008807745,2.3315502435026887,1158.9324186619278,0.980141597024675,0.6630274518104771,1.2590024187855002,2702.1091629343773,-14.243820147643811,3387.218095198108,51.981815694859854,5.3924364013726445,4.561475426313327
0.0,1544.9631121071716,2.6617511029660466,1097.0198835528913,0.9865490041673948,0.6977463574962057,1.2189652910086024,2919.9938850225926,-12.599810318687153,3576.3409119488147,54.0369677630286,4.271477241410592,3.6954340574923865
0.0,1593.6142687923407,2.6104148310413224,1126.8153994116515,0.9608335029409903,0.6800123448290427,1.2603842532889042,2941.4556304699267,-12.914212378435568,3620.670018303097,54.235188120535966,4.1588117204264625,3.5121493339502243
0.0,1568.3975041640585,2.6078493126857807,1123.9414906055597,0.9311776106441404,0.6601129648432498,1.2545255850016097,2931.0700437747414,-13.706469176126161,3529.724464040125,54.13935762247962,4.696988078890484,3.9888090779491536
0.0,1566.9658888268498,2.318257708383438,1157.2083815800959,0.9902835935823956,0.6640965296295654,1.2490204275692685,2682.70725080398,-13.379713877852586,3372.258485214625,51.79485737796736,4.584737763217398,3.8985126337085014
0.0,1534.1098239810376,2.4604797713363533,1116.6957179968795,0.9446446267369946,0.6510806859167044,1.2414904060636145,2747.607224869247,-12.817719081196424,3359.760343020413,52.41762322796834,4.983353890490078,4.238887042294175
0.0,1513.7648707397275,2.619237326160828,1079.5995455432646,0.9291321007673472,0.6619660337550866,1.2587241389529398,2827.727426993184,-14.428201709429413,3413.421700209277,53.176380348733645,4.844432772918992,4.0706486115073375
0.0,1556.4909545930582,2.6153421928011023,1102.2501371787312,0.9072561437211574,0.6500669653614856,1.2626396297249425,2882.7612907843377,-14.720260541498904,3481.468504236833,53.691352104266656,4.8452382888461445,4.077074238289264
0.0,1534.697156280408,2.521199006576248,1110.6621228768986,0.9365048388774238,0.6591647661324264,1.2393358825063547,2800.2002408391027,-13.26747209230053,3402.017915864032,52.91691828554553,4.713941408684835,3.997252631594182
0.0,1693.0230080298795,2.5256324304721107,1222.9372562200194,0.8656845562223581,0.6486911943277461,1.246664606637208,3088.689994741863,-13.383100321273925,3702.477311524837,55.57598397457181,4.448356193268223,3.8034217722425807
0.0,1577.688430223263,2.4892884364286463,1146.0761268533051,0.9064034535265452,0.6418223601083826,1.248878989540391,2852.9140498428637,-14.017420012027626,3444.4506319022,53.41267686460642,4.586643170891485,3.8805998640313337
0.0,1539.3605115500875,2.631133891635104,1088.651951874377,0.9440404715801536,0.6700477770751351,1.2721494458193023,2864.3890467713804,-15.592398107349016,3492.3466376633337,53.51998735772814,5.062150961784852,4.201251962125616
0.0,1603.3170313643827,2.4513347831703705,1167.050780543575,0.9666883607765628,0.6740890228052125,1.2844414189555455,2860.8321720725958,-15.671462780903564,3537.836629850904,53.486747630348546,5.9235063076492676,4.903927183582755
0.0,1573.3197645963696,2.4079767960414946,1134.620984134055,0.9809259498195454,0.6673456742160874,1.2518595870306428,2732.14100209657,-14.310267408211644,3444.1221644480847,52.26988618790526,5.237245017844048,4.436745400977962
0.0,1504.092788282899,2.492050288706745,1082.7890714568748,0.9703478127237984,0.6616142320424632,1.2383113835470176,2698.3648181326143,-12.317585925481492,3335.4585812148352,51.945787299189284,4.1020831036910295,3.482403711477162
0.0,1575.1354820734302,2.396661177664672,1146.9801738423855,0.9785185049879312,0.66726493948185,1.2468547759150126,2748.922854199121,-12.892369611996852,3439.7998171982445,52.43017122038724,4.555067292087618,3.864421884522448
0.0,1682.0785602128628,2.427927127200742,1211.8618471366945,0.9246902722508212,0.6533025117899596,1.2378455875333778,2942.312253082779,-13.358024666289715,3651.253909326192,54.243084841136934,4.500358457638709,3.8269796671927656
0.0,1508.4025795308703,2.5582008409614883,1088.8529820732094,0.9912329802615282,0.6893111384152695,1.2520906869435109,2785.504614423109,-13.645397938426196,3422.442657658366,52.777879972798345,5.477319632367271,4.644817471734899
0.0,1604.4073738881154,2.7311386421039434,1132.7563491964195,0.8545697894539961,0.6486738401372615,1.2612742854048222,3093.7146373789287,-13.531460192377567,3628.102180000587,55.621170765985575,4.82542975210493,4.076893271039484
0.0,1887.6690295762369,2.4296989223736802,1362.7497342870386,0.7545264757859642,0.5833469953669156,1.2521964490694772,3311.071560862236,-14.056499808872347,3912.225330896319,57.54191134175363,4.994618729556978,4.2213364977955035
0.0,1687.375958218697,2.5513392360984484,1199.5140244564611,0.8947779966917696,0.651337892698287,1.2531636628996092,3060.367194846123,-13.540884873960474,3724.757943445986,55.32058563361493,4.1890469592376816,3.5363998010079
0.0,1615.1518063705685,2.410782136707108,1177.2480091763211,0.999815059782267,0.6902173496197188,1.2496044919541809,2838.088470996281,-12.884088872253955,3568.299196160744,53.27371275775962,4.745262058706567,4.01909092190589
0.0,1598.1052718839355,2.2890887187087543,1181.1411472508673,0.9813009632165872,0.6607540608965717,1.246173026100855,2703.736875374676,-13.719322961852518,3412.4784599355876,51.99746989397345,4.426225185109104,3.725747785183047
0.0,1541.1283640067145,2.4875694946658884,1105.6377084767723,0.9384512337149734,0.651002739031179,1.2516262637358473,2750.350635759115,-13.741405838942391,3387.7354335612085,52.4437854827349,4.805319209856782,4.052863195242689
0.0,1579.9248383394254,2.3681112705584506,1147.7771273295734,0.9495855135807862,0.6508683450198725,1.247071291705616,2718.063951318365,-13.096196845199545,3402.4144915574666,52.13505491814855,5.56710541203658,4.73065905041251
0.0,1581.7662951511704,2.615214935842838,1122.1473142564535,0.9305892902430732,0.6612380602102046,1.2169386313355235,2934.656416459404,-11.679806594999585,3562.847309734424,54.17246917447463,3.842556803111453,3.3066410660298846
0.0,1654.028740279279,2.3060780044655265,1213.1588221342877,0.9471774227298866,0.6416839888706164,1.2456437342398168,2797.638875647186,-13.851395175814176,3510.288840686488,52.89271098787796,4.556560298882332,3.877308820068944
0.0,1596.501624591264,2.5003395458177,1146.1027597202067,0.954548295635889,0.6697661711879107,1.2305036336408723,2865.646053699234,-12.147123357503107,3543.989270519542,53.53172941068907,4.154603707892481,3.55000862311249
0.0,1696.3944467381054,2.4214908723672406,1230.7922005921546,0.943286905586054,0.6715341561817759,1.254891044297448,2980.352079514692,-14.44150383928739,3706.305192017177,54.592600959422064,4.74239691136906,3.9899819781589327
0.0,1514.1542054053991,2.498284765604488,1101.81607995985,0.9772012284462628,0.6774104833422416,1.2784839635018064,2752.65032706175,-15.699843930653564,3379.345187710357,52.465706199971706,5.6217562486361565,4.684505825127168
0.0,1533.3899621613125,2.404453475114807,1114.1457544654638,0.968644735042808,0.6628037943011056,1.2614026261545477,2678.9116311088933,-14.878293752762266,3344.8992860457024,51.75820351508438,4.630379379079975,3.8998885662263687
0.0,1573.0035957743646,2.4511984502075683,1139.5281981756666,0.9597132318799984,0.6653952025629093,1.2447162308847384,2793.209753336016,-13.955833684133728,3459.449360524008,52.85082547449961,4.782057116448988,4.045075967497858
